sku,description,category,unit_cost,on_hand_qty,reorder_point,last_received_date
SKU-000408,Beauty item 408,Apparel,16.81,38,79,2025-06-15
SKU-000409,Electronics item 409,Beauty,40.36,246,37,2025-08-13
SKU-000410,Grocery item 410,Apparel,50.16,3,39,2025-02-23
SKU-000411,Electronics item 411,Grocery,7.92,225,46,2025-12-28
SKU-000412,Home item 412,Home,24.43,497,29,2025-06-13
SKU-000413,Apparel item 413,Apparel,7.56,343,81,2025-02-09
SKU-000414,Apparel item 414,Beauty,14.19,442,76,2025-06-11
SKU-000415,Electronics item 415,Home,54.79,97,63,2025-10-22
SKU-000416,Electronics item 416,Apparel,12.61,345,69,2025-08-30
SKU-000417,Beauty item 417,Apparel,14.88,136,30,2025-07-16
SKU-000418,Grocery item 418,Home,11.07,337,22,2025-06-27
SKU-000419,Beauty item 419,Electronics,16.24,125,91,2025-11-14
SKU-000420,Beauty item 420,Apparel,64.9,91,58,2025-09-12
SKU-000421,Beauty item 421,Apparel,98.65,290,31,2025-01-20
SKU-000422,Apparel item 422,Home,28.25,138,46,2025-01-20
SKU-000423,Electronics item 423,Beauty,18.24,449,59,2025-03-17
SKU-000424,Electronics item 424,Beauty,12.83,26,10,2025-06-21
SKU-000425,Apparel item 425,Home,22.35,291,73,2025-11-26
SKU-000426,Beauty item 426,Electronics,16.32,146,92,2025-04-29
SKU-000427,Apparel item 427,Apparel,16.54,266,18,2025-06-12
SKU-000428,Apparel item 428,Grocery,14.67,51,87,2025-10-16
SKU-000429,Electronics item 429,Electronics,27.12,360,89,2025-02-21
SKU-000430,Grocery item 430,Beauty,22.17,428,63,2025-04-09
SKU-000431,Home item 431,Grocery,36.81,76,65,2025-11-15
SKU-000432,Beauty item 432,Electronics,20.8,377,33,2025-11-02
SKU-000433,Electronics item 433,Apparel,20.01,443,55,2025-03-27
SKU-000434,Grocery item 434,Beauty,8.13,195,18,2025-05-24
SKU-000435,Electronics item 435,Electronics,96.16,382,74,2025-12-08
SKU-000436,Apparel item 436,Beauty,14.45,10,42,2025-12-13
SKU-000437,Apparel item 437,Electronics,40.86,475,35,2025-10-26
SKU-000438,Apparel item 438,Apparel,28.14,290,69,2025-02-01
SKU-000439,Electronics item 439,Apparel,13.68,102,14,2025-12-20
SKU-000440,Beauty item 440,Home,8.03,140,31,2025-05-30
SKU-000441,Grocery item 441,Beauty,17.19,209,43,2025-10-26
SKU-000442,Home item 442,Apparel,36.9,330,76,2025-05-13
SKU-000443,Home item 443,Electronics,35.65,284,83,2025-05-26
SKU-000444,Home item 444,Grocery,49.58,83,13,2025-10-16
SKU-000445,Home item 445,Beauty,14.02,474,71,2025-04-22
SKU-000446,Beauty item 446,Grocery,21.67,145,93,2025-04-19
SKU-000447,Apparel item 447,Electronics,28.53,31,47,2025-05-24
SKU-000448,Grocery item 448,Beauty,23.23,463,26,2025-02-06
SKU-000449,Beauty item 449,Beauty,5.96,439,79,2025-11-10
SKU-000450,Home item 450,Apparel,77.14,307,75,2025-11-11
SKU-000451,Beauty item 451,Grocery,36.52,173,23,2025-02-28
SKU-000452,Home item 452,Beauty,66.94,334,19,2025-07-08
SKU-000453,Beauty item 453,Beauty,14.45,199,78,2025-11-09
SKU-000454,Electronics item 454,Apparel,12.86,338,65,2025-12-19
SKU-000455,Home item 455,Apparel,12.39,443,91,2025-01-22
SKU-000456,Grocery item 456,Electronics,33.33,117,16,2025-03-06
SKU-000457,Electronics item 457,Grocery,10.05,128,88,2025-02-02
SKU-000458,Apparel item 458,Grocery,12.65,163,18,2025-05-13
SKU-000459,Apparel item 459,Beauty,21.96,212,43,2025-05-02
SKU-000460,Beauty item 460,Electronics,2.81,197,59,2025-08-13
SKU-000461,Electronics item 461,Apparel,38.56,345,33,2025-03-14
SKU-000462,Grocery item 462,Apparel,9.48,91,67,2025-05-13
SKU-000463,Grocery item 463,Beauty,15.35,229,24,2025-07-28
SKU-000464,Electronics item 464,Electronics,35.67,142,86,2025-10-23
SKU-000465,Grocery item 465,Beauty,23.6,166,86,2025-08-30
SKU-000466,Home item 466,Electronics,14.95,198,78,2025-05-13
SKU-000467,Electronics item 467,Electronics,29.87,430,69,2025-05-15
SKU-000468,Grocery item 468,Electronics,15.65,400,80,2025-11-29
SKU-000469,Apparel item 469,Beauty,15.86,36,78,2025-04-26
SKU-000470,Electronics item 470,Apparel,9.94,10,45,2025-07-30
SKU-000471,Grocery item 471,Grocery,102.0,166,86,2025-02-10
SKU-000472,Home item 472,Home,32.41,343,33,2025-07-18
SKU-000473,Home item 473,Grocery,9.08,176,48,2025-07-02
SKU-000474,Apparel item 474,Beauty,10.88,421,40,2025-03-18
SKU-000475,Apparel item 475,Grocery,25.61,47,58,2025-11-16
SKU-000476,Home item 476,Apparel,12.77,292,34,2025-01-03
SKU-000477,Apparel item 477,Beauty,55.59,169,38,2025-07-23
SKU-000478,Grocery item 478,Grocery,4.72,140,73,2025-09-24
SKU-000479,Electronics item 479,Apparel,12.58,426,29,2025-11-01
SKU-000480,Grocery item 480,Electronics,20.32,478,74,2025-05-16
SKU-000481,Apparel item 481,Apparel,28.34,136,96,2025-03-03
SKU-000482,Electronics item 482,Apparel,10.67,50,71,2025-08-12
SKU-000483,Electronics item 483,Electronics,70.69,400,99,2025-11-15
SKU-000484,Beauty item 484,Home,80.82,84,67,2025-04-25
SKU-000485,Apparel item 485,Beauty,20.38,207,77,2025-12-08
SKU-000486,Home item 486,Grocery,20.42,153,12,2025-12-15
SKU-000487,Home item 487,Beauty,21.78,419,76,2025-12-15
SKU-000488,Home item 488,Electronics,10.78,490,63,2025-07-16
SKU-000489,Home item 489,Apparel,6.02,156,70,2025-07-04
SKU-000490,Grocery item 490,Beauty,9.27,205,41,2025-02-21
SKU-000491,Beauty item 491,Apparel,35.31,447,15,2025-03-31
SKU-000492,Beauty item 492,Home,21.44,438,82,2025-06-09
SKU-000493,Apparel item 493,Beauty,15.67,235,98,2025-11-12
SKU-000494,Beauty item 494,Grocery,39.6,19,84,2025-02-05
SKU-000495,Apparel item 495,Home,6.19,322,29,2025-06-15
SKU-000496,Beauty item 496,Electronics,26.64,231,49,2025-12-14
SKU-000497,Electronics item 497,Electronics,48.67,167,57,2025-05-06
SKU-000498,Apparel item 498,Beauty,46.06,141,57,2025-06-14
SKU-000499,Home item 499,Electronics,11.51,396,85,2025-04-02
SKU-000500,Grocery item 500,Apparel,17.33,398,38,2025-12-08
SKU-000501,Electronics item 501,Electronics,31.61,110,68,2025-12-18
SKU-000502,Home item 502,Apparel,33.54,72,27,2025-08-13
SKU-000503,Beauty item 503,Grocery,37.91,459,45,2025-12-09
SKU-000504,Beauty item 504,Apparel,8.26,408,91,2025-01-28
SKU-000505,Beauty item 505,Home,7.3,138,85,2025-10-24
SKU-000506,Grocery item 506,Home,60.97,27,53,2025-01-18
SKU-000507,Electronics item 507,Beauty,18.03,308,63,2025-11-03
SKU-000508,Beauty item 508,Electronics,14.48,308,22,2025-07-12
SKU-000509,Beauty item 509,Grocery,57.59,222,55,2025-04-16
SKU-000510,Grocery item 510,Beauty,6.25,369,57,2025-09-26
SKU-000511,Home item 511,Beauty,32.52,159,22,2025-12-02
SKU-000512,Apparel item 512,Electronics,35.75,413,51,2025-02-04
SKU-000513,Grocery item 513,Home,34.89,347,90,2025-03-30
SKU-000514,Beauty item 514,Beauty,33.57,127,84,2025-09-18
SKU-000515,Beauty item 515,Grocery,6.62,217,88,2025-09-02
SKU-000516,Grocery item 516,Grocery,25.39,352,88,2025-03-23
SKU-000517,Home item 517,Grocery,32.79,171,64,2025-01-16
SKU-000518,Electronics item 518,Beauty,37.07,115,70,2025-03-31
SKU-000519,Beauty item 519,Beauty,21.03,373,28,2025-01-11
SKU-000520,Beauty item 520,Apparel,19.75,392,73,2025-09-17
SKU-000521,Grocery item 521,Grocery,15.8,282,98,2025-11-26
SKU-000522,Home item 522,Apparel,20.17,93,39,2025-08-31
SKU-000523,Beauty item 523,Home,50.03,476,30,2025-03-20
SKU-000524,Electronics item 524,Grocery,7.62,188,56,2025-05-15
SKU-000525,Grocery item 525,Electronics,12.45,111,85,2025-01-01
SKU-000526,Apparel item 526,Apparel,19.96,389,37,2025-12-23
SKU-000527,Apparel item 527,Electronics,16.18,221,59,2025-06-13
SKU-000528,Apparel item 528,Beauty,3.64,1,50,2025-10-03
SKU-000529,Beauty item 529,Electronics,30.45,405,12,2025-01-13
SKU-000530,Grocery item 530,Beauty,11.25,441,60,2025-05-11
SKU-000531,Apparel item 531,Beauty,13.16,335,39,2025-01-21
SKU-000532,Apparel item 532,Home,5.67,110,86,2025-12-29
SKU-000533,Home item 533,Grocery,17.0,92,68,2025-12-12
SKU-000534,Home item 534,Beauty,22.31,322,26,2025-08-12
SKU-000535,Home item 535,Home,22.42,330,24,2025-07-19
SKU-000536,Home item 536,Home,13.63,392,19,2025-07-09
SKU-000537,Apparel item 537,Home,11.11,166,18,2025-11-18
SKU-000538,Beauty item 538,Home,4.07,63,92,2025-05-26
SKU-000539,Home item 539,Electronics,16.3,252,99,2025-07-16
SKU-000540,Apparel item 540,Apparel,13.14,196,83,2025-06-04
SKU-000541,Home item 541,Electronics,103.99,27,76,2025-05-17
SKU-000542,Beauty item 542,Apparel,6.04,337,28,2025-02-22
SKU-000543,Electronics item 543,Apparel,19.07,231,29,2025-04-19
SKU-000544,Home item 544,Apparel,19.25,377,95,2025-12-04
SKU-000545,Beauty item 545,Electronics,51.1,63,48,2025-03-11
SKU-000546,Grocery item 546,Apparel,15.95,270,53,2025-04-01
SKU-000547,Apparel item 547,Home,27.07,290,34,2025-11-26
SKU-000548,Home item 548,Home,7.59,426,54,2025-01-06
SKU-000549,Grocery item 549,Apparel,4.97,226,65,2025-03-19
SKU-000550,Apparel item 550,Beauty,26.05,131,83,2025-12-02
SKU-000551,Beauty item 551,Electronics,51.21,397,85,2025-07-03
SKU-000552,Apparel item 552,Electronics,27.65,172,83,2025-07-17
SKU-000553,Beauty item 553,Grocery,22.26,376,79,2025-11-22
SKU-000554,Grocery item 554,Electronics,24.67,323,51,2025-07-26
SKU-000555,Apparel item 555,Electronics,12.47,29,42,2025-07-13
SKU-000556,Beauty item 556,Grocery,36.48,359,52,2025-07-11
SKU-000557,Grocery item 557,Beauty,9.55,477,79,2025-11-14
SKU-000558,Home item 558,Grocery,11.47,214,76,2025-07-29
SKU-000559,Beauty item 559,Home,28.47,157,62,2025-01-03
SKU-000560,Grocery item 560,Beauty,12.52,363,44,2025-02-08
SKU-000561,Apparel item 561,Home,28.95,304,98,2025-03-18
SKU-000562,Grocery item 562,Electronics,21.4,328,87,2025-04-01
SKU-000563,Beauty item 563,Electronics,14.79,64,39,2025-01-21
SKU-000564,Grocery item 564,Home,36.38,268,55,2025-06-05
SKU-000565,Electronics item 565,Apparel,17.72,33,12,2025-08-02
SKU-000566,Beauty item 566,Apparel,32.24,265,59,2025-04-19
SKU-000567,Apparel item 567,Apparel,17.55,319,51,2025-10-23
SKU-000568,Grocery item 568,Electronics,16.24,253,25,2025-04-13
SKU-000569,Beauty item 569,Home,37.24,96,10,2025-07-05
SKU-000570,Electronics item 570,Home,8.94,348,84,2025-11-23
SKU-000571,Beauty item 571,Apparel,9.61,378,43,2025-02-08
SKU-000572,Electronics item 572,Beauty,6.48,439,46,2025-02-07
SKU-000573,Home item 573,Electronics,176.92,391,90,2025-12-19
SKU-000574,Apparel item 574,Beauty,25.11,73,84,2025-01-31
SKU-000575,Grocery item 575,Grocery,25.03,397,54,2025-04-21
SKU-000576,Electronics item 576,Grocery,10.85,281,74,2025-11-28
SKU-000577,Apparel item 577,Beauty,29.11,151,73,2025-11-22
SKU-000578,Electronics item 578,Grocery,47.51,287,51,2025-09-01
SKU-000579,Beauty item 579,Beauty,10.15,462,11,2025-04-04
SKU-000580,Apparel item 580,Home,40.35,100,28,2025-08-23
SKU-000581,Home item 581,Apparel,42.41,153,17,2025-12-03
SKU-000582,Grocery item 582,Home,13.67,209,13,2025-11-27
SKU-000583,Beauty item 583,Grocery,65.95,437,90,2025-09-05
SKU-000584,Grocery item 584,Beauty,19.49,200,71,2025-06-05
SKU-000585,Beauty item 585,Beauty,9.06,320,88,2025-05-13
SKU-000586,Apparel item 586,Electronics,7.39,79,37,2025-02-16
SKU-000587,Grocery item 587,Apparel,28.18,212,69,2025-07-27
SKU-000588,Grocery item 588,Home,22.16,319,97,2025-05-15
SKU-000589,Grocery item 589,Beauty,13.04,159,20,2025-09-07
SKU-000590,Apparel item 590,Home,20.02,47,49,2025-02-10
SKU-000591,Beauty item 591,Beauty,24.46,461,19,2025-02-10
SKU-000592,Beauty item 592,Beauty,9.54,102,25,2025-06-08
SKU-000593,Apparel item 593,Home,18.85,135,75,2025-12-06
SKU-000594,Beauty item 594,Apparel,53.31,465,49,2025-08-22
SKU-000595,Home item 595,Beauty,16.99,497,68,2025-03-02
SKU-000596,Apparel item 596,Apparel,25.24,140,47,2025-03-21
SKU-000597,Electronics item 597,Electronics,11.9,153,21,2025-08-03
SKU-000598,Electronics item 598,Beauty,48.98,130,53,2025-02-09
SKU-000599,Grocery item 599,Home,82.06,133,76,2025-09-26
SKU-000600,Grocery item 600,Home,127.45,172,71,2025-11-20
