pos_txn_id,store_id,txn_date,tender,gross_amount,tax_amount,discount_amount
POS-00001975,ST-001,2025-10-29,CASH,60.17,4.21,0.0
POS-00001976,ST-007,2025-12-13,CASH,4.78,0.33,0.0
POS-00001977,ST-005,2025-09-18,CREDIT,31.89,2.23,0.0
POS-00001978,ST-004,2025-07-08,GIFT_CARD,4.69,0.33,0.0
POS-00001979,ST-003,2025-04-17,DEBIT,114.86,8.04,0.0
POS-00001980,ST-001,2025-05-03,GIFT_CARD,15.35,1.07,0.0
POS-00001981,ST-003,2025-03-14,GIFT_CARD,34.91,2.44,0.0
POS-00001982,ST-007,2025-10-28,DEBIT,31.73,2.22,0.0
POS-00001983,ST-005,2025-02-28,DEBIT,48.98,3.43,0.0
POS-00001984,ST-003,2025-01-15,CREDIT,33.27,2.33,0.0
POS-00001985,ST-007,2025-03-16,CREDIT,37.94,2.66,0.0
POS-00001986,ST-003,2025-07-21,DEBIT,29.44,2.06,0.0
POS-00001987,ST-005,2025-01-13,GIFT_CARD,118.91,8.32,0.0
POS-00001988,ST-005,2025-08-16,CASH,31.25,2.19,0.0
POS-00001989,ST-001,2025-01-09,DEBIT,137.31,9.61,0.0
POS-00001990,ST-003,2025-07-13,GIFT_CARD,91.29,6.39,0.0
POS-00001991,ST-003,2025-08-25,GIFT_CARD,13.14,0.92,0.0
POS-00001992,ST-002,2025-07-03,CASH,42.63,2.98,0.0
POS-00001993,ST-004,2025-05-03,CREDIT,16.91,1.18,0.0
POS-00001994,ST-008,2025-03-17,GIFT_CARD,111.27,7.79,0.0
POS-00001995,ST-003,2025-09-18,GIFT_CARD,27.74,1.94,0.0
POS-00001996,ST-008,2025-03-05,CREDIT,51.43,3.6,0.0
POS-00001997,ST-002,2025-05-23,CASH,6.8,0.48,0.0
POS-00001998,ST-008,2025-02-21,DEBIT,13.18,0.92,0.0
POS-00001999,ST-003,2025-01-18,DEBIT,14.57,1.02,0.0
POS-00002000,ST-002,2025-08-31,CASH,41.98,2.94,0.0
POS-00002001,ST-007,2025-04-14,CASH,148.68,10.41,0.0
POS-00002002,ST-006,2025-09-05,CASH,29.2,2.04,0.0
POS-00002003,ST-002,2025-10-05,GIFT_CARD,28.44,1.99,0.0
POS-00002004,ST-004,2025-12-14,CASH,19.22,1.35,0.0
POS-00002005,ST-007,2025-05-07,GIFT_CARD,100.45,7.03,0.0
POS-00002006,ST-003,2025-08-02,CREDIT,94.52,6.62,0.0
POS-00002007,ST-003,2025-11-12,DEBIT,21.31,1.49,0.0
POS-00002008,ST-005,2025-07-08,CREDIT,21.9,1.53,0.0
POS-00002009,ST-003,2025-05-11,DEBIT,64.45,4.51,0.0
POS-00002010,ST-008,2025-10-28,DEBIT,56.93,3.99,0.0
POS-00002011,ST-007,2025-03-29,DEBIT,39.58,2.77,0.0
POS-00002012,ST-001,2025-07-05,CASH,93.93,6.58,0.0
POS-00002013,ST-005,2025-03-29,GIFT_CARD,5.45,0.38,0.0
POS-00002014,ST-004,2025-08-12,CREDIT,31.58,2.21,0.0
POS-00002015,ST-001,2025-06-19,CREDIT,96.54,6.76,0.0
POS-00002016,ST-005,2025-07-14,DEBIT,40.58,2.84,0.0
POS-00002017,ST-001,2025-12-22,CREDIT,25.48,1.78,0.0
POS-00002018,ST-001,2025-09-02,GIFT_CARD,8.72,0.61,0.0
POS-00002019,ST-005,2025-01-09,CREDIT,19.33,1.35,0.0
POS-00002020,ST-004,2025-07-18,DEBIT,54.99,3.85,0.0
POS-00002021,ST-005,2025-02-26,CREDIT,19.4,1.36,0.0
POS-00002022,ST-005,2025-09-08,DEBIT,19.52,1.37,0.0
POS-00002023,ST-006,2025-05-27,DEBIT,45.17,3.16,0.0
POS-00002024,ST-002,2025-02-03,DEBIT,97.13,6.8,0.0
POS-00002025,ST-008,2025-01-23,DEBIT,34.99,2.45,0.0
POS-00002026,ST-007,2025-11-02,CASH,13.32,0.93,0.0
POS-00002027,ST-003,2025-02-14,GIFT_CARD,13.32,0.93,0.0
POS-00002028,ST-005,2025-10-03,GIFT_CARD,88.1,6.17,0.0
POS-00002029,ST-003,2025-05-01,CREDIT,166.24,11.64,0.0
POS-00002030,ST-001,2025-11-11,CASH,29.9,2.09,0.0
POS-00002031,ST-001,2025-04-15,DEBIT,147.89,10.35,0.0
POS-00002032,ST-001,2025-07-05,CREDIT,41.02,2.87,0.0
POS-00002033,ST-006,2025-09-25,DEBIT,22.11,1.55,0.0
POS-00002034,ST-008,2025-03-29,GIFT_CARD,4.58,0.32,0.0
POS-00002035,ST-004,2025-03-20,CASH,44.26,3.1,0.0
POS-00002036,ST-007,2025-01-04,GIFT_CARD,31.34,2.19,0.0
POS-00002037,ST-002,2025-07-06,CASH,30.79,2.16,0.0
POS-00002038,ST-008,2025-11-09,DEBIT,102.04,7.14,0.0
POS-00002039,ST-001,2025-10-31,GIFT_CARD,30.74,2.15,0.0
POS-00002040,ST-005,2025-09-12,CASH,16.54,1.16,0.0
POS-00002041,ST-008,2025-01-08,CREDIT,37.84,2.65,0.0
POS-00002042,ST-007,2025-08-26,CREDIT,42.16,2.95,0.0
POS-00002043,ST-005,2025-04-27,CREDIT,64.54,4.52,0.0
POS-00002044,ST-002,2025-10-05,GIFT_CARD,104.92,7.34,0.0
POS-00002045,ST-004,2025-11-07,CASH,68.02,4.76,0.0
POS-00002046,ST-007,2025-11-28,DEBIT,79.34,5.55,0.0
POS-00002047,ST-005,2025-10-16,CASH,27.83,1.95,0.0
POS-00002048,ST-004,2025-05-01,CASH,55.82,3.91,0.0
POS-00002049,ST-008,2025-10-07,DEBIT,54.38,3.81,0.0
POS-00002050,ST-004,2025-07-24,CASH,54.79,3.84,0.0
POS-00002051,ST-001,2025-08-24,CASH,14.85,1.04,0.0
POS-00002052,ST-006,2025-03-28,DEBIT,14.64,1.02,0.0
POS-00002053,ST-005,2025-07-01,GIFT_CARD,16.85,1.18,0.0
POS-00002054,ST-005,2025-08-31,CASH,34.3,2.4,0.0
POS-00002055,ST-007,2025-04-03,CREDIT,81.72,5.72,0.0
POS-00002056,ST-006,2025-01-14,CREDIT,9.61,0.67,0.0
POS-00002057,ST-003,2025-12-17,CASH,15.43,1.08,0.0
POS-00002058,ST-001,2025-07-02,CASH,60.69,4.25,0.0
POS-00002059,ST-001,2025-04-02,DEBIT,263.62,18.45,0.0
POS-00002060,ST-002,2025-05-11,CREDIT,32.31,2.26,0.0
POS-00002061,ST-006,2025-08-28,CREDIT,40.9,2.86,0.0
POS-00002062,ST-008,2025-03-10,CASH,10.43,0.73,0.0
POS-00002063,ST-005,2025-06-18,CASH,269.03,18.83,0.0
POS-00002064,ST-006,2025-07-20,CASH,32.17,2.25,0.0
POS-00002065,ST-003,2025-02-24,DEBIT,13.15,0.92,0.0
POS-00002066,ST-007,2025-10-22,DEBIT,20.45,1.43,0.0
POS-00002067,ST-006,2025-03-30,CASH,6.33,0.44,0.0
POS-00002068,ST-008,2025-01-21,CASH,53.52,3.75,0.0
POS-00002069,ST-008,2025-01-25,CREDIT,15.8,1.11,0.0
POS-00002070,ST-005,2025-03-30,CASH,110.97,7.77,0.0
POS-00002071,ST-002,2025-06-04,DEBIT,37.09,2.6,0.0
POS-00002072,ST-003,2025-04-23,GIFT_CARD,27.54,1.93,0.0
POS-00002073,ST-003,2025-02-15,DEBIT,42.77,2.99,0.0
POS-00002074,ST-002,2025-08-11,CREDIT,21.64,1.51,0.0
POS-00002075,ST-002,2025-03-03,GIFT_CARD,45.14,3.16,0.0
POS-00002076,ST-006,2025-12-26,DEBIT,31.16,2.18,0.0
POS-00002077,ST-003,2025-02-21,GIFT_CARD,281.39,19.7,0.0
POS-00002078,ST-002,2025-03-06,CASH,9.41,0.66,0.0
POS-00002079,ST-006,2025-03-08,CREDIT,39.71,2.78,0.0
POS-00002080,ST-001,2025-11-28,GIFT_CARD,56.44,3.95,0.0
POS-00002081,ST-005,2025-05-16,GIFT_CARD,19.42,1.36,0.0
POS-00002082,ST-005,2025-07-09,CASH,39.57,2.77,0.0
POS-00002083,ST-007,2025-06-02,CREDIT,37.57,2.63,0.0
POS-00002084,ST-007,2025-06-09,DEBIT,32.04,2.24,0.0
POS-00002085,ST-002,2025-12-25,CREDIT,17.78,1.24,0.0
POS-00002086,ST-006,2025-05-12,CREDIT,131.47,9.2,0.0
POS-00002087,ST-001,2025-02-03,DEBIT,23.74,1.66,0.0
POS-00002088,ST-005,2025-04-08,DEBIT,26.2,1.83,0.0
POS-00002089,ST-007,2025-12-26,GIFT_CARD,142.91,10.0,0.0
POS-00002090,ST-007,2025-02-16,CREDIT,14.29,1.0,0.0
POS-00002091,ST-004,2025-06-27,CASH,42.75,2.99,0.0
POS-00002092,ST-003,2025-08-26,CASH,5.22,0.37,0.0
POS-00002093,ST-001,2025-05-12,CASH,27.75,1.94,0.0
POS-00002094,ST-004,2025-10-09,CREDIT,39.98,2.8,0.0
POS-00002095,ST-002,2025-06-09,GIFT_CARD,29.95,2.1,0.0
POS-00002096,ST-004,2025-06-16,CASH,12.04,0.84,0.0
POS-00002097,ST-007,2025-03-15,CASH,56.01,3.92,0.0
POS-00002098,ST-007,2025-04-14,GIFT_CARD,101.87,7.13,0.0
POS-00002099,ST-006,2025-05-17,GIFT_CARD,14.86,1.04,0.0
POS-00002100,ST-004,2025-07-22,DEBIT,39.14,2.74,0.0
POS-00002101,ST-002,2025-03-18,CASH,18.37,1.29,0.0
POS-00002102,ST-007,2025-10-12,CASH,32.35,2.26,0.0
POS-00002103,ST-006,2025-12-04,GIFT_CARD,13.44,0.94,0.0
POS-00002104,ST-003,2025-11-09,DEBIT,46.72,3.27,0.0
POS-00002105,ST-008,2025-06-12,GIFT_CARD,15.16,1.06,0.0
POS-00002106,ST-001,2025-03-17,CASH,20.26,1.42,0.0
POS-00002107,ST-001,2025-12-27,CASH,26.82,1.88,0.0
POS-00002108,ST-002,2025-08-19,CREDIT,37.93,2.66,0.0
POS-00002109,ST-007,2025-02-04,CASH,9.97,0.7,0.0
POS-00002110,ST-008,2025-12-20,CREDIT,15.55,1.09,0.0
POS-00002111,ST-008,2025-09-15,CASH,7.52,0.53,0.0
POS-00002112,ST-003,2025-07-29,CREDIT,21.64,1.51,0.0
POS-00002113,ST-002,2025-05-23,CASH,18.32,1.28,0.0
POS-00002114,ST-007,2025-01-14,DEBIT,90.19,6.31,0.0
POS-00002115,ST-005,2025-11-16,DEBIT,19.38,1.36,0.0
POS-00002116,ST-003,2025-02-23,DEBIT,11.5,0.8,0.0
POS-00002117,ST-008,2025-06-21,CASH,81.78,5.72,0.0
POS-00002118,ST-002,2025-01-17,CASH,38.97,2.73,0.0
POS-00002119,ST-002,2025-10-13,CASH,36.05,2.52,0.0
POS-00002120,ST-004,2025-09-07,CREDIT,6.92,0.48,0.0
POS-00002121,ST-007,2025-09-15,GIFT_CARD,38.16,2.67,0.0
POS-00002122,ST-006,2025-09-07,CREDIT,86.28,6.04,0.0
POS-00002123,ST-008,2025-04-23,DEBIT,18.95,1.33,0.0
POS-00002124,ST-007,2025-11-15,GIFT_CARD,6.67,0.47,0.0
POS-00002125,ST-002,2025-12-18,DEBIT,61.79,4.33,0.0
POS-00002126,ST-008,2025-07-07,GIFT_CARD,6.87,0.48,0.0
POS-00002127,ST-005,2025-11-25,CREDIT,141.96,9.94,0.0
POS-00002128,ST-008,2025-01-17,CREDIT,21.42,1.5,0.0
POS-00002129,ST-008,2025-10-21,DEBIT,54.16,3.79,0.0
POS-00002130,ST-004,2025-10-07,CASH,112.87,7.9,0.0
POS-00002131,ST-005,2025-01-16,CREDIT,87.03,6.09,0.0
POS-00002132,ST-008,2025-09-30,GIFT_CARD,11.96,0.84,0.0
POS-00002133,ST-004,2025-03-22,GIFT_CARD,22.39,1.57,0.0
POS-00002134,ST-003,2025-10-02,CASH,27.81,1.95,0.0
POS-00002135,ST-004,2025-01-10,CASH,74.98,5.25,0.0
POS-00002136,ST-001,2025-02-16,GIFT_CARD,30.6,2.14,0.0
POS-00002137,ST-001,2025-07-08,GIFT_CARD,168.64,11.8,0.0
POS-00002138,ST-006,2025-04-09,CASH,38.47,2.69,0.0
POS-00002139,ST-004,2025-07-30,CREDIT,83.42,5.84,0.0
POS-00002140,ST-002,2025-02-10,CASH,29.6,2.07,0.0
POS-00002141,ST-007,2025-09-13,DEBIT,123.17,8.62,0.0
POS-00002142,ST-003,2025-01-24,CASH,52.28,3.66,0.0
POS-00002143,ST-007,2025-01-05,CASH,16.49,1.15,0.0
POS-00002144,ST-004,2025-06-14,CREDIT,110.7,7.75,0.0
POS-00002145,ST-006,2025-08-12,CASH,4.16,0.29,0.0
POS-00002146,ST-005,2025-01-31,CASH,27.67,1.94,0.0
POS-00002147,ST-002,2025-10-05,CASH,18.61,1.3,0.0
POS-00002148,ST-007,2025-05-02,CASH,24.8,1.74,0.0
POS-00002149,ST-001,2025-03-23,CREDIT,32.54,2.28,0.0
POS-00002150,ST-002,2025-03-29,DEBIT,28.63,2.0,0.0
POS-00002151,ST-007,2025-05-29,CASH,86.4,6.05,0.0
POS-00002152,ST-007,2025-07-07,CREDIT,66.37,4.65,0.0
POS-00002153,ST-007,2025-10-05,CASH,33.06,2.31,0.0
POS-00002154,ST-004,2025-07-17,GIFT_CARD,70.82,4.96,0.0
POS-00002155,ST-003,2025-04-29,CREDIT,14.52,1.02,0.0
POS-00002156,ST-005,2025-03-17,CREDIT,80.56,5.64,0.0
POS-00002157,ST-004,2025-08-29,GIFT_CARD,7.51,0.53,0.0
POS-00002158,ST-004,2025-06-03,CASH,40.77,2.85,0.0
POS-00002159,ST-001,2025-04-27,DEBIT,14.84,1.04,0.0
POS-00002160,ST-008,2025-10-29,CASH,15.46,1.08,0.0
POS-00002161,ST-001,2025-08-19,GIFT_CARD,24.52,1.72,0.0
POS-00002162,ST-003,2025-10-15,GIFT_CARD,56.5,3.96,0.0
POS-00002163,ST-003,2025-05-25,DEBIT,12.78,0.89,0.0
POS-00002164,ST-004,2025-08-15,GIFT_CARD,37.91,2.65,0.0
POS-00002165,ST-005,2025-05-08,CASH,61.86,4.33,0.0
POS-00002166,ST-003,2025-12-18,CASH,29.98,2.1,0.0
POS-00002167,ST-004,2025-03-30,DEBIT,62.16,4.35,0.0
POS-00002168,ST-005,2025-12-02,DEBIT,20.8,1.46,0.0
POS-00002169,ST-003,2025-04-28,CREDIT,28.75,2.01,0.0
POS-00002170,ST-007,2025-07-08,CASH,21.86,1.53,0.0
POS-00002171,ST-002,2025-05-04,GIFT_CARD,37.56,2.63,0.0
POS-00002172,ST-001,2025-01-02,CASH,29.07,2.03,0.0
POS-00002173,ST-004,2025-08-12,CREDIT,10.17,0.71,0.0
POS-00002174,ST-002,2025-08-01,DEBIT,30.97,2.17,0.0
POS-00002175,ST-005,2025-09-24,CASH,10.53,0.74,0.0
POS-00002176,ST-007,2025-10-27,CASH,49.93,3.5,0.0
POS-00002177,ST-006,2025-09-14,CASH,116.55,8.16,0.0
POS-00002178,ST-003,2025-06-19,GIFT_CARD,68.13,4.77,0.0
POS-00002179,ST-007,2025-04-16,CASH,20.94,1.47,0.0
POS-00002180,ST-007,2025-11-06,CREDIT,114.84,8.04,0.0
POS-00002181,ST-008,2025-05-12,CASH,24.89,1.74,0.0
POS-00002182,ST-004,2025-03-08,DEBIT,25.88,1.81,0.0
POS-00002183,ST-001,2025-12-07,GIFT_CARD,51.73,3.62,0.0
POS-00002184,ST-007,2025-03-21,CASH,167.44,11.72,0.0
POS-00002185,ST-005,2025-05-23,GIFT_CARD,14.01,0.98,0.0
POS-00002186,ST-006,2025-02-12,GIFT_CARD,48.1,3.37,0.0
POS-00002187,ST-008,2025-12-04,CASH,29.31,2.05,0.0
POS-00002188,ST-002,2025-12-20,DEBIT,46.74,3.27,0.0
POS-00002189,ST-004,2025-09-04,GIFT_CARD,10.04,0.7,0.0
POS-00002190,ST-001,2025-01-06,CREDIT,232.52,16.28,0.0
POS-00002191,ST-003,2025-10-03,CASH,10.09,0.71,0.0
POS-00002192,ST-005,2025-06-09,DEBIT,13.95,0.98,0.0
POS-00002193,ST-005,2025-06-09,DEBIT,10.24,0.72,0.0
POS-00002194,ST-005,2025-01-16,CASH,29.2,2.04,0.0
POS-00002195,ST-008,2025-05-17,GIFT_CARD,16.87,1.18,0.0
POS-00002196,ST-006,2025-02-02,CASH,20.08,1.41,0.0
POS-00002197,ST-003,2025-08-21,GIFT_CARD,20.28,1.42,0.0
POS-00002198,ST-005,2025-02-01,CASH,18.75,1.31,0.0
POS-00002199,ST-006,2025-05-20,GIFT_CARD,27.08,1.9,0.0
POS-00002200,ST-002,2025-10-26,GIFT_CARD,51.52,3.61,0.0
POS-00002201,ST-005,2025-07-03,CASH,28.82,2.02,0.0
POS-00002202,ST-008,2025-01-29,GIFT_CARD,15.73,1.1,0.0
POS-00002203,ST-007,2025-06-02,GIFT_CARD,5.96,0.42,0.0
POS-00002204,ST-008,2025-09-17,DEBIT,31.09,2.18,0.0
POS-00002205,ST-002,2025-12-19,DEBIT,14.84,1.04,0.0
POS-00002206,ST-001,2025-02-21,CREDIT,37.44,2.62,0.0
POS-00002207,ST-005,2025-03-02,CASH,38.83,2.72,0.0
POS-00002208,ST-004,2025-07-09,GIFT_CARD,27.86,1.95,0.0
POS-00002209,ST-003,2025-01-07,CASH,50.95,3.57,0.0
POS-00002210,ST-005,2025-07-24,CREDIT,73.53,5.15,0.0
POS-00002211,ST-002,2025-07-13,CASH,15.03,1.05,0.0
POS-00002212,ST-008,2025-03-30,CREDIT,16.71,1.17,0.0
POS-00002213,ST-007,2025-07-30,CASH,20.87,1.46,0.0
POS-00002214,ST-003,2025-05-15,DEBIT,38.92,2.72,0.0
POS-00002215,ST-003,2025-12-16,CASH,25.86,1.81,0.0
POS-00002216,ST-008,2025-09-03,DEBIT,313.99,21.98,0.0
POS-00002217,ST-001,2025-12-10,CASH,24.71,1.73,0.0
POS-00002218,ST-003,2025-03-16,GIFT_CARD,27.92,1.95,0.0
POS-00002219,ST-005,2025-06-09,CREDIT,40.06,2.8,0.0
POS-00002220,ST-008,2025-11-07,CREDIT,58.09,4.07,0.0
POS-00002221,ST-005,2025-04-28,CASH,50.74,3.55,0.0
POS-00002222,ST-007,2025-03-10,CASH,13.08,0.92,0.0
POS-00002223,ST-005,2025-03-18,CREDIT,60.48,4.23,0.0
POS-00002224,ST-001,2025-03-13,CREDIT,33.34,2.33,0.0
POS-00002225,ST-005,2025-11-20,CREDIT,12.15,0.85,0.0
POS-00002226,ST-007,2025-07-27,CREDIT,3.94,0.28,0.0
POS-00002227,ST-006,2025-05-11,DEBIT,46.39,3.25,0.0
POS-00002228,ST-004,2025-04-27,CASH,21.19,1.48,0.0
POS-00002229,ST-007,2025-04-30,GIFT_CARD,18.4,1.29,0.0
POS-00002230,ST-006,2025-05-26,DEBIT,12.29,0.86,0.0
POS-00002231,ST-006,2025-11-28,CREDIT,17.91,1.25,0.0
POS-00002232,ST-001,2025-07-06,DEBIT,109.64,7.67,0.0
POS-00002233,ST-001,2025-01-11,CASH,29.07,2.03,0.0
POS-00002234,ST-003,2025-06-15,CREDIT,59.53,4.17,0.0
POS-00002235,ST-005,2025-07-23,DEBIT,14.28,1.0,0.0
POS-00002236,ST-005,2025-11-26,GIFT_CARD,102.71,7.19,0.0
POS-00002237,ST-008,2025-08-08,DEBIT,38.26,2.68,0.0
POS-00002238,ST-007,2025-03-11,CASH,22.49,1.57,0.0
POS-00002239,ST-001,2025-07-14,CREDIT,88.02,6.16,0.0
POS-00002240,ST-003,2025-03-14,DEBIT,25.68,1.8,0.0
POS-00002241,ST-001,2025-09-07,CREDIT,36.17,2.53,0.0
POS-00002242,ST-002,2025-10-11,CASH,253.69,17.76,0.0
POS-00002243,ST-002,2025-10-13,CREDIT,91.35,6.39,0.0
POS-00002244,ST-008,2025-12-21,GIFT_CARD,50.6,3.54,0.0
POS-00002245,ST-006,2025-05-11,CREDIT,8.52,0.6,0.0
POS-00002246,ST-001,2025-03-22,DEBIT,28.66,2.01,0.0
POS-00002247,ST-008,2025-05-04,GIFT_CARD,16.55,1.16,0.0
POS-00002248,ST-007,2025-11-27,CASH,93.19,6.52,0.0
POS-00002249,ST-004,2025-06-10,CASH,53.19,3.72,0.0
POS-00002250,ST-001,2025-08-11,DEBIT,25.17,1.76,0.0
POS-00002251,ST-006,2025-07-31,DEBIT,22.75,1.59,0.0
POS-00002252,ST-006,2025-01-10,DEBIT,6.3,0.44,0.0
POS-00002253,ST-008,2025-05-05,CASH,121.42,8.5,0.0
POS-00002254,ST-003,2025-03-07,CREDIT,9.14,0.64,0.0
POS-00002255,ST-002,2025-04-04,DEBIT,46.43,3.25,0.0
POS-00002256,ST-002,2025-05-07,CREDIT,39.77,2.78,0.0
POS-00002257,ST-008,2025-07-24,DEBIT,37.72,2.64,0.0
POS-00002258,ST-002,2025-02-10,CREDIT,35.55,2.49,0.0
POS-00002259,ST-003,2025-04-19,CASH,16.5,1.16,0.0
POS-00002260,ST-005,2025-07-19,DEBIT,24.47,1.71,0.0
POS-00002261,ST-004,2025-06-09,DEBIT,41.97,2.94,0.0
POS-00002262,ST-002,2025-09-15,CASH,70.33,4.92,0.0
POS-00002263,ST-005,2025-04-16,DEBIT,76.04,5.32,0.0
POS-00002264,ST-004,2025-06-16,CREDIT,390.72,27.35,0.0
POS-00002265,ST-002,2025-10-06,DEBIT,56.08,3.93,0.0
POS-00002266,ST-004,2025-01-21,CASH,21.77,1.52,0.0
POS-00002267,ST-005,2025-06-09,GIFT_CARD,24.76,1.73,0.0
POS-00002268,ST-006,2025-08-27,DEBIT,28.24,1.98,0.0
POS-00002269,ST-008,2025-03-02,GIFT_CARD,18.72,1.31,0.0
POS-00002270,ST-003,2025-06-22,DEBIT,55.42,3.88,0.0
POS-00002271,ST-004,2025-07-10,CREDIT,13.62,0.95,0.0
POS-00002272,ST-005,2025-05-23,DEBIT,87.55,6.13,0.0
POS-00002273,ST-002,2025-05-07,CREDIT,35.0,2.45,0.0
POS-00002274,ST-007,2025-05-14,GIFT_CARD,100.67,7.05,0.0
POS-00002275,ST-008,2025-09-07,GIFT_CARD,50.17,3.51,0.0
POS-00002276,ST-007,2025-06-25,GIFT_CARD,60.19,4.21,0.0
POS-00002277,ST-002,2025-07-01,CREDIT,24.48,1.71,0.0
POS-00002278,ST-006,2025-01-20,CASH,48.41,3.39,0.0
POS-00002279,ST-008,2025-03-10,CASH,17.9,1.25,0.0
POS-00002280,ST-006,2025-03-04,DEBIT,49.68,3.48,0.0
POS-00002281,ST-007,2025-04-03,DEBIT,24.77,1.73,0.0
POS-00002282,ST-007,2025-04-25,CREDIT,24.37,1.71,0.0
POS-00002283,ST-005,2025-08-11,DEBIT,18.02,1.26,0.0
POS-00002284,ST-004,2025-01-20,GIFT_CARD,39.47,2.76,0.0
POS-00002285,ST-005,2025-08-30,DEBIT,12.99,0.91,0.0
POS-00002286,ST-008,2025-08-29,CREDIT,12.87,0.9,0.0
POS-00002287,ST-003,2025-02-04,CREDIT,237.09,16.6,0.0
POS-00002288,ST-003,2025-08-28,CREDIT,3.05,0.21,0.0
POS-00002289,ST-003,2025-06-18,CASH,30.42,2.13,0.0
POS-00002290,ST-004,2025-12-07,CREDIT,59.86,4.19,0.0
POS-00002291,ST-003,2025-06-06,GIFT_CARD,19.68,1.38,0.0
POS-00002292,ST-008,2025-08-18,CREDIT,22.26,1.56,0.0
POS-00002293,ST-005,2025-07-10,CREDIT,128.12,8.97,0.0
POS-00002294,ST-004,2025-04-17,GIFT_CARD,16.72,1.17,0.0
POS-00002295,ST-008,2025-04-25,DEBIT,48.39,3.39,0.0
POS-00002296,ST-006,2025-01-09,DEBIT,132.51,9.28,0.0
POS-00002297,ST-005,2025-02-12,DEBIT,20.8,1.46,0.0
POS-00002298,ST-006,2025-12-19,DEBIT,36.69,2.57,0.0
POS-00002299,ST-007,2025-03-27,CASH,90.29,6.32,0.0
POS-00002300,ST-007,2025-12-15,GIFT_CARD,113.4,7.94,0.0
POS-00002301,ST-008,2025-09-14,DEBIT,24.12,1.69,0.0
POS-00002302,ST-003,2025-01-08,CASH,30.2,2.11,0.0
POS-00002303,ST-004,2025-05-01,CREDIT,24.22,1.7,0.0
POS-00002304,ST-006,2025-09-24,CREDIT,58.87,4.12,0.0
POS-00002305,ST-005,2025-12-06,GIFT_CARD,39.65,2.78,0.0
POS-00002306,ST-002,2025-06-16,CREDIT,22.61,1.58,0.0
POS-00002307,ST-004,2025-12-04,CASH,28.05,1.96,0.0
POS-00002308,ST-007,2025-10-22,CREDIT,20.36,1.43,0.0
POS-00002309,ST-007,2025-07-02,CREDIT,41.15,2.88,0.0
POS-00002310,ST-005,2025-02-23,DEBIT,42.63,2.98,0.0
POS-00002311,ST-005,2025-09-22,GIFT_CARD,22.74,1.59,0.0
POS-00002312,ST-007,2025-02-12,GIFT_CARD,25.93,1.82,0.0
POS-00002313,ST-007,2025-09-20,GIFT_CARD,43.31,3.03,0.0
POS-00002314,ST-008,2025-01-03,GIFT_CARD,67.22,4.71,0.0
POS-00002315,ST-002,2025-04-11,CASH,61.61,4.31,0.0
POS-00002316,ST-007,2025-09-09,CASH,4.73,0.33,0.0
POS-00002317,ST-002,2025-06-12,CREDIT,9.37,0.66,0.0
POS-00002318,ST-002,2025-05-15,CREDIT,72.2,5.05,0.0
POS-00002319,ST-001,2025-11-06,CREDIT,8.77,0.61,0.0
POS-00002320,ST-002,2025-11-17,CASH,92.08,6.45,0.0
POS-00002321,ST-002,2025-11-23,DEBIT,98.02,6.86,0.0
POS-00002322,ST-007,2025-08-05,GIFT_CARD,45.29,3.17,0.0
POS-00002323,ST-004,2025-07-09,GIFT_CARD,7.38,0.52,0.0
POS-00002324,ST-001,2025-10-04,GIFT_CARD,22.38,1.57,0.0
POS-00002325,ST-008,2025-04-13,CASH,18.04,1.26,0.0
POS-00002326,ST-008,2025-02-26,GIFT_CARD,16.51,1.16,0.0
POS-00002327,ST-007,2025-01-26,CREDIT,9.96,0.7,0.0
POS-00002328,ST-003,2025-07-27,CREDIT,21.45,1.5,0.0
POS-00002329,ST-005,2025-10-23,CREDIT,10.16,0.71,0.0
POS-00002330,ST-008,2025-08-10,GIFT_CARD,23.63,1.65,0.0
POS-00002331,ST-008,2025-11-28,CREDIT,13.02,0.91,0.0
POS-00002332,ST-002,2025-09-24,CREDIT,23.0,1.61,0.0
POS-00002333,ST-006,2025-08-17,GIFT_CARD,22.23,1.56,0.0
POS-00002334,ST-004,2025-01-07,CASH,37.01,2.59,0.0
POS-00002335,ST-007,2025-08-03,GIFT_CARD,54.21,3.79,0.0
POS-00002336,ST-006,2025-06-07,DEBIT,41.34,2.89,0.0
POS-00002337,ST-005,2025-09-25,DEBIT,108.0,7.56,0.0
POS-00002338,ST-007,2025-05-02,DEBIT,36.77,2.57,0.0
POS-00002339,ST-007,2025-09-26,CASH,32.16,2.25,0.0
POS-00002340,ST-002,2025-04-08,GIFT_CARD,36.81,2.58,0.0
POS-00002341,ST-002,2025-05-10,DEBIT,30.27,2.12,0.0
POS-00002342,ST-004,2025-11-18,CASH,88.21,6.17,0.0
POS-00002343,ST-003,2025-08-07,DEBIT,52.14,3.65,0.0
POS-00002344,ST-003,2025-07-31,CREDIT,8.69,0.61,0.0
POS-00002345,ST-002,2025-12-15,CASH,42.65,2.99,0.0
POS-00002346,ST-006,2025-10-05,GIFT_CARD,20.04,1.4,0.0
POS-00002347,ST-007,2025-05-07,DEBIT,20.86,1.46,0.0
POS-00002348,ST-008,2025-03-01,CREDIT,54.88,3.84,0.0
POS-00002349,ST-007,2025-04-05,DEBIT,58.7,4.11,0.0
POS-00002350,ST-003,2025-11-13,GIFT_CARD,74.7,5.23,0.0
