sku,description,category,unit_cost,on_hand_qty,reorder_point,last_received_date
SKU-000431,Swag item 431,License,89.17,420,94,2025-10-04
SKU-000432,Hardware item 432,Hardware,25.84,31,19,2025-01-27
SKU-000433,License item 433,Hardware,28.61,227,45,2025-01-31
SKU-000434,Hardware item 434,Swag,18.28,268,12,2025-02-10
SKU-000435,Hardware item 435,License,9.76,155,14,2025-12-21
SKU-000436,Hardware item 436,License,19.74,314,66,2025-12-23
SKU-000437,License item 437,Swag,11.99,189,30,2025-09-24
SKU-000438,Hardware item 438,License,9.75,288,35,2025-11-17
SKU-000439,License item 439,Swag,3.17,271,10,2025-08-01
SKU-000440,License item 440,License,6.49,125,35,2025-05-28
SKU-000441,Swag item 441,License,15.46,362,83,2025-04-01
SKU-000442,License item 442,License,6.83,353,95,2025-02-28
SKU-000443,Hardware item 443,License,7.81,90,65,2025-10-25
SKU-000444,Swag item 444,Swag,4.82,180,74,2025-11-17
SKU-000445,License item 445,Swag,56.17,57,14,2025-08-13
SKU-000446,Hardware item 446,Hardware,48.18,100,33,2025-02-15
SKU-000447,Swag item 447,Hardware,5.67,183,79,2025-09-19
SKU-000448,License item 448,License,42.11,181,54,2025-03-22
SKU-000449,Hardware item 449,License,5.19,175,48,2025-04-15
SKU-000450,License item 450,Swag,19.94,499,49,2025-02-04
SKU-000451,License item 451,License,17.75,112,66,2025-05-07
SKU-000452,Swag item 452,Hardware,2.6,417,21,2025-12-03
SKU-000453,License item 453,License,37.43,178,58,2025-07-01
SKU-000454,License item 454,License,75.52,473,88,2025-11-08
SKU-000455,Hardware item 455,Swag,26.24,51,83,2025-10-18
SKU-000456,License item 456,Swag,21.19,294,98,2025-01-06
SKU-000457,Swag item 457,License,11.25,61,92,2025-05-06
SKU-000458,Swag item 458,Swag,37.48,181,56,2025-11-20
SKU-000459,Swag item 459,Hardware,14.92,55,94,2025-05-15
SKU-000460,Hardware item 460,License,17.2,166,23,2025-12-15
SKU-000461,License item 461,Swag,40.45,417,74,2025-10-03
SKU-000462,License item 462,Swag,30.25,364,38,2025-08-13
SKU-000463,Hardware item 463,Hardware,10.91,463,72,2025-08-13
SKU-000464,License item 464,Swag,10.82,124,50,2025-05-13
SKU-000465,Hardware item 465,License,41.98,155,71,2025-07-25
SKU-000466,Hardware item 466,License,26.01,73,73,2025-03-03
SKU-000467,License item 467,Swag,7.53,437,80,2025-01-30
SKU-000468,Swag item 468,Swag,9.31,122,58,2025-02-04
SKU-000469,Hardware item 469,Hardware,33.0,288,54,2025-10-02
SKU-000470,License item 470,License,20.1,57,91,2025-03-29
SKU-000471,Swag item 471,Hardware,21.64,419,44,2025-02-08
SKU-000472,Hardware item 472,Swag,19.32,30,44,2025-08-16
SKU-000473,License item 473,Swag,8.14,102,85,2025-10-11
SKU-000474,License item 474,Swag,11.0,483,32,2025-07-03
SKU-000475,Hardware item 475,Hardware,11.45,220,62,2025-06-19
SKU-000476,License item 476,Swag,35.16,184,74,2025-08-16
SKU-000477,Hardware item 477,Hardware,26.74,202,60,2025-09-28
SKU-000478,License item 478,License,15.74,344,53,2025-02-16
SKU-000479,License item 479,License,50.57,86,99,2025-08-16
SKU-000480,Hardware item 480,License,37.97,350,93,2025-10-02
SKU-000481,Swag item 481,License,14.42,114,96,2025-11-08
SKU-000482,Hardware item 482,Hardware,5.28,176,20,2025-12-04
SKU-000483,Swag item 483,Hardware,5.75,339,16,2025-12-10
SKU-000484,Swag item 484,License,6.43,317,81,2025-11-14
SKU-000485,Hardware item 485,License,65.63,378,35,2025-04-03
SKU-000486,Swag item 486,Hardware,21.74,262,30,2025-09-10
SKU-000487,License item 487,License,10.47,321,67,2025-12-26
SKU-000488,Swag item 488,License,26.72,275,44,2025-11-18
SKU-000489,License item 489,Swag,17.18,333,26,2025-08-21
SKU-000490,Hardware item 490,License,43.35,426,36,2025-10-24
SKU-000491,License item 491,Swag,14.81,440,79,2025-10-15
SKU-000492,Swag item 492,License,34.98,280,40,2025-07-06
SKU-000493,License item 493,License,20.74,380,16,2025-10-05
SKU-000494,Swag item 494,License,58.82,351,33,2025-03-26
SKU-000495,Swag item 495,Swag,2.5,370,64,2025-06-07
SKU-000496,License item 496,Hardware,17.85,23,20,2025-07-24
SKU-000497,Swag item 497,License,60.57,241,55,2025-07-25
SKU-000498,Swag item 498,Hardware,24.4,460,41,2025-06-13
SKU-000499,Swag item 499,Hardware,33.63,475,24,2025-08-31
SKU-000500,License item 500,Hardware,4.0,7,79,2025-04-24
SKU-000501,Hardware item 501,License,21.3,472,91,2025-10-05
SKU-000502,Hardware item 502,License,6.58,55,55,2025-04-07
SKU-000503,License item 503,Hardware,11.08,126,76,2025-09-15
SKU-000504,Hardware item 504,Hardware,33.16,203,24,2025-08-01
SKU-000505,Hardware item 505,Hardware,17.42,454,48,2025-05-21
SKU-000506,Swag item 506,Swag,11.14,104,54,2025-04-06
SKU-000507,Hardware item 507,License,49.9,497,24,2025-06-24
SKU-000508,Hardware item 508,Hardware,13.16,226,54,2025-05-24
SKU-000509,Hardware item 509,Swag,26.02,55,30,2025-09-20
SKU-000510,Swag item 510,License,36.22,198,90,2025-04-25
SKU-000511,License item 511,Hardware,20.53,206,91,2025-08-09
SKU-000512,License item 512,License,3.9,306,76,2025-08-21
SKU-000513,Swag item 513,Swag,14.22,386,19,2025-02-09
SKU-000514,License item 514,Hardware,11.75,128,44,2025-11-03
SKU-000515,License item 515,Swag,19.22,2,19,2025-11-03
SKU-000516,Hardware item 516,Hardware,23.79,395,36,2025-05-08
SKU-000517,License item 517,License,5.08,452,50,2025-03-11
SKU-000518,Swag item 518,License,71.52,130,57,2025-04-07
SKU-000519,License item 519,License,8.53,247,89,2025-09-22
SKU-000520,Hardware item 520,Hardware,16.78,323,69,2025-11-12
SKU-000521,Swag item 521,License,13.2,107,88,2025-01-22
SKU-000522,License item 522,Swag,24.31,492,41,2025-07-04
SKU-000523,License item 523,Hardware,12.45,204,87,2025-07-10
SKU-000524,Swag item 524,Swag,19.3,297,58,2025-03-24
SKU-000525,License item 525,License,18.64,294,69,2025-01-25
SKU-000526,Swag item 526,License,25.01,272,69,2025-04-18
SKU-000527,Swag item 527,Swag,28.4,145,16,2025-03-30
SKU-000528,License item 528,License,23.99,233,77,2025-10-19
SKU-000529,License item 529,Swag,13.67,335,54,2025-12-03
SKU-000530,License item 530,License,42.48,176,86,2025-01-26
SKU-000531,License item 531,License,30.13,111,90,2025-02-13
SKU-000532,License item 532,License,25.43,180,86,2025-01-31
SKU-000533,License item 533,Swag,64.03,321,15,2025-12-09
SKU-000534,Hardware item 534,Swag,13.08,107,34,2025-06-25
SKU-000535,Swag item 535,Swag,6.1,63,79,2025-03-24
SKU-000536,License item 536,License,19.36,345,97,2025-07-05
SKU-000537,License item 537,License,26.06,425,74,2025-10-08
SKU-000538,Swag item 538,License,27.34,396,47,2025-11-01
SKU-000539,Swag item 539,Swag,25.98,223,20,2025-12-22
SKU-000540,Swag item 540,Swag,3.08,407,98,2025-06-10
SKU-000541,Hardware item 541,Swag,36.1,187,66,2025-05-10
SKU-000542,Hardware item 542,Hardware,55.0,391,13,2025-08-02
SKU-000543,Hardware item 543,Hardware,29.25,399,51,2025-04-26
SKU-000544,Hardware item 544,License,9.81,318,62,2025-02-23
SKU-000545,License item 545,License,13.65,178,48,2025-12-24
SKU-000546,Swag item 546,Swag,51.88,59,74,2025-02-25
SKU-000547,Swag item 547,License,10.64,366,60,2025-02-08
SKU-000548,Swag item 548,Hardware,18.91,137,92,2025-07-23
SKU-000549,License item 549,Hardware,124.43,358,24,2025-10-10
SKU-000550,Swag item 550,Hardware,17.63,8,28,2025-04-17
SKU-000551,License item 551,License,15.22,459,79,2025-08-04
SKU-000552,Hardware item 552,Hardware,19.34,335,46,2025-09-02
SKU-000553,Hardware item 553,License,18.7,297,43,2025-01-14
SKU-000554,Hardware item 554,Swag,10.22,158,13,2025-07-18
SKU-000555,Hardware item 555,Swag,13.32,463,50,2025-09-21
SKU-000556,License item 556,Swag,13.52,194,90,2025-06-22
SKU-000557,Hardware item 557,Swag,12.63,229,18,2025-08-06
SKU-000558,Swag item 558,License,9.66,110,41,2025-08-25
SKU-000559,License item 559,Swag,4.15,304,70,2025-02-05
SKU-000560,Swag item 560,License,4.38,327,50,2025-12-10
SKU-000561,License item 561,Swag,17.87,310,78,2025-08-18
SKU-000562,Hardware item 562,Swag,32.08,138,63,2025-04-05
SKU-000563,License item 563,License,28.69,296,82,2025-05-11
SKU-000564,Hardware item 564,License,13.35,182,55,2025-08-11
SKU-000565,Swag item 565,Swag,23.98,300,85,2025-08-27
SKU-000566,Swag item 566,License,70.46,343,41,2025-07-13
SKU-000567,License item 567,License,33.47,119,17,2025-10-23
SKU-000568,Hardware item 568,Hardware,73.92,22,59,2025-07-23
SKU-000569,Swag item 569,Hardware,35.13,283,87,2025-08-03
SKU-000570,Swag item 570,Hardware,28.47,130,31,2025-06-20
SKU-000571,License item 571,Hardware,33.5,163,12,2025-07-30
SKU-000572,Hardware item 572,License,20.81,408,28,2025-06-23
SKU-000573,Hardware item 573,License,33.15,489,19,2025-08-05
SKU-000574,Swag item 574,License,24.69,65,37,2025-07-04
SKU-000575,License item 575,Swag,79.53,11,86,2025-02-04
SKU-000576,License item 576,Hardware,31.55,96,99,2025-08-26
SKU-000577,Hardware item 577,License,29.84,55,36,2025-07-01
SKU-000578,License item 578,License,13.59,458,42,2025-03-05
SKU-000579,Swag item 579,Swag,18.79,355,43,2025-02-03
SKU-000580,License item 580,Hardware,6.78,32,61,2025-03-02
SKU-000581,Hardware item 581,Hardware,7.33,487,32,2025-10-11
SKU-000582,License item 582,Swag,28.02,296,47,2025-02-26
SKU-000583,License item 583,License,32.03,271,53,2025-01-16
SKU-000584,License item 584,Hardware,22.69,3,57,2025-10-06
SKU-000585,Hardware item 585,Swag,80.82,153,32,2025-11-20
SKU-000586,Swag item 586,Swag,82.62,314,53,2025-10-25
SKU-000587,Hardware item 587,Swag,6.69,5,63,2025-06-04
SKU-000588,Swag item 588,License,2.99,12,96,2025-03-16
SKU-000589,Hardware item 589,Hardware,35.91,17,86,2025-05-29
SKU-000590,Swag item 590,Hardware,29.55,52,35,2025-05-14
SKU-000591,Swag item 591,Hardware,62.22,234,51,2025-08-01
SKU-000592,License item 592,Hardware,22.34,51,31,2025-03-20
SKU-000593,Hardware item 593,Hardware,34.47,266,62,2025-09-02
SKU-000594,Swag item 594,Swag,79.26,151,11,2025-06-20
SKU-000595,Swag item 595,Swag,11.3,388,10,2025-05-06
SKU-000596,License item 596,License,6.15,189,80,2025-08-13
SKU-000597,Swag item 597,License,20.65,310,97,2025-03-14
SKU-000598,Hardware item 598,Hardware,14.74,173,15,2025-10-19
SKU-000599,Hardware item 599,Swag,20.83,70,96,2025-08-04
SKU-000600,Hardware item 600,Hardware,7.75,177,34,2025-10-09
