bom_id,parent_sku,component_sku,qty_per_parent,effective_date
BOM-000436,SKU-000246,SKU-000165,5.23,2023-04-07
BOM-000437,SKU-000215,SKU-000452,3.81,2024-03-18
BOM-000438,SKU-000029,SKU-000275,8.41,2025-04-19
BOM-000439,SKU-000030,SKU-000007,9.69,2024-11-28
BOM-000440,SKU-000037,SKU-000110,7.93,2025-03-19
BOM-000441,SKU-000173,SKU-000006,2.69,2024-10-16
BOM-000442,SKU-000483,SKU-000507,9.83,2023-08-23
BOM-000443,SKU-000391,SKU-000182,2.55,2024-02-13
BOM-000444,SKU-000351,SKU-000584,5.49,2023-09-21
BOM-000445,SKU-000494,SKU-000026,1.24,2023-11-24
BOM-000446,SKU-000057,SKU-000296,9.38,2025-07-15
BOM-000447,SKU-000396,SKU-000192,5.01,2024-08-30
BOM-000448,SKU-000272,SKU-000347,4.88,2023-11-15
BOM-000449,SKU-000051,SKU-000460,6.95,2025-05-18
BOM-000450,SKU-000027,SKU-000552,8.94,2025-09-05
BOM-000451,SKU-000061,SKU-000563,1.02,2024-04-12
BOM-000452,SKU-000391,SKU-000397,1.9,2025-06-27
BOM-000453,SKU-000233,SKU-000500,8.04,2025-05-31
BOM-000454,SKU-000553,SKU-000439,6.81,2024-04-12
BOM-000455,SKU-000287,SKU-000056,2.94,2025-08-27
BOM-000456,SKU-000253,SKU-000320,8.78,2025-01-02
BOM-000457,SKU-000272,SKU-000336,6.43,2024-11-30
BOM-000458,SKU-000250,SKU-000358,2.1,2024-09-17
BOM-000459,SKU-000179,SKU-000286,1.63,2024-05-04
BOM-000460,SKU-000184,SKU-000219,2.89,2025-04-03
BOM-000461,SKU-000172,SKU-000110,7.57,2025-10-11
BOM-000462,SKU-000018,SKU-000588,9.21,2024-01-10
BOM-000463,SKU-000331,SKU-000354,0.69,2025-06-16
BOM-000464,SKU-000159,SKU-000238,8.39,2025-08-25
BOM-000465,SKU-000369,SKU-000300,0.66,2023-03-21
BOM-000466,SKU-000154,SKU-000370,5.67,2025-02-10
BOM-000467,SKU-000124,SKU-000223,2.54,2024-06-05
BOM-000468,SKU-000395,SKU-000335,7.95,2025-08-24
BOM-000469,SKU-000261,SKU-000036,8.15,2025-04-15
BOM-000470,SKU-000128,SKU-000013,2.52,2025-10-30
BOM-000471,SKU-000567,SKU-000314,6.22,2024-10-16
BOM-000472,SKU-000446,SKU-000397,8.64,2024-08-17
BOM-000473,SKU-000570,SKU-000095,5.61,2025-08-19
BOM-000474,SKU-000304,SKU-000510,5.21,2024-02-01
BOM-000475,SKU-000160,SKU-000278,1.85,2024-05-24
BOM-000476,SKU-000577,SKU-000314,6.09,2023-02-07
BOM-000477,SKU-000371,SKU-000194,6.97,2025-09-03
BOM-000478,SKU-000063,SKU-000273,3.17,2025-04-05
BOM-000479,SKU-000506,SKU-000586,6.54,2023-09-20
BOM-000480,SKU-000258,SKU-000431,6.48,2023-05-09
BOM-000481,SKU-000364,SKU-000250,9.81,2025-10-01
BOM-000482,SKU-000096,SKU-000148,1.57,2025-06-16
BOM-000483,SKU-000353,SKU-000431,7.19,2025-01-22
BOM-000484,SKU-000040,SKU-000090,6.92,2024-03-30
BOM-000485,SKU-000014,SKU-000161,2.18,2024-05-30
BOM-000486,SKU-000050,SKU-000323,1.78,2024-09-22
BOM-000487,SKU-000245,SKU-000573,5.15,2024-06-26
BOM-000488,SKU-000584,SKU-000567,4.49,2025-04-08
BOM-000489,SKU-000525,SKU-000241,6.1,2023-07-20
BOM-000490,SKU-000006,SKU-000203,3.85,2025-10-27
BOM-000491,SKU-000022,SKU-000535,5.44,2023-04-28
BOM-000492,SKU-000291,SKU-000235,8.66,2025-02-08
BOM-000493,SKU-000480,SKU-000502,1.08,2025-03-27
BOM-000494,SKU-000432,SKU-000061,8.82,2024-01-07
BOM-000495,SKU-000567,SKU-000524,3.28,2025-11-12
BOM-000496,SKU-000254,SKU-000038,2.94,2025-03-03
BOM-000497,SKU-000137,SKU-000085,2.34,2023-02-05
BOM-000498,SKU-000304,SKU-000400,4.86,2024-03-12
BOM-000499,SKU-000098,SKU-000301,1.45,2024-03-31
BOM-000500,SKU-000498,SKU-000095,5.48,2024-10-08
BOM-000501,SKU-000293,SKU-000580,7.67,2025-05-29
BOM-000502,SKU-000114,SKU-000233,4.31,2024-08-25
BOM-000503,SKU-000384,SKU-000276,3.6,2024-08-24
BOM-000504,SKU-000385,SKU-000505,4.76,2025-02-26
BOM-000505,SKU-000031,SKU-000314,4.04,2025-09-02
BOM-000506,SKU-000213,SKU-000374,3.26,2023-04-29
BOM-000507,SKU-000548,SKU-000012,1.59,2023-07-30
BOM-000508,SKU-000273,SKU-000114,8.92,2025-12-02
BOM-000509,SKU-000375,SKU-000506,1.67,2025-01-21
BOM-000510,SKU-000254,SKU-000287,7.61,2023-12-06
BOM-000511,SKU-000317,SKU-000591,6.21,2024-12-17
BOM-000512,SKU-000230,SKU-000495,3.4,2025-04-19
BOM-000513,SKU-000425,SKU-000511,5.84,2024-02-23
BOM-000514,SKU-000533,SKU-000547,3.5,2025-04-14
BOM-000515,SKU-000571,SKU-000530,7.29,2025-03-03
BOM-000516,SKU-000407,SKU-000024,7.38,2024-08-23
BOM-000517,SKU-000243,SKU-000250,7.01,2023-06-22
BOM-000518,SKU-000298,SKU-000555,4.46,2025-04-06
BOM-000519,SKU-000325,SKU-000247,5.48,2024-10-10
BOM-000520,SKU-000157,SKU-000331,1.87,2025-06-27
BOM-000521,SKU-000516,SKU-000527,2.21,2024-05-27
BOM-000522,SKU-000261,SKU-000445,8.76,2024-10-02
BOM-000523,SKU-000277,SKU-000577,5.34,2025-12-12
BOM-000524,SKU-000452,SKU-000493,8.71,2025-08-14
BOM-000525,SKU-000585,SKU-000595,1.68,2025-10-17
BOM-000526,SKU-000486,SKU-000343,1.28,2025-03-03
BOM-000527,SKU-000128,SKU-000263,9.43,2025-07-17
BOM-000528,SKU-000570,SKU-000378,5.29,2025-01-07
BOM-000529,SKU-000384,SKU-000450,8.28,2023-01-09
BOM-000530,SKU-000575,SKU-000018,8.63,2024-09-26
BOM-000531,SKU-000308,SKU-000129,5.98,2024-06-30
BOM-000532,SKU-000519,SKU-000161,2.71,2023-11-05
BOM-000533,SKU-000550,SKU-000129,1.12,2024-12-13
BOM-000534,SKU-000175,SKU-000344,8.53,2023-08-10
BOM-000535,SKU-000551,SKU-000240,2.8,2024-02-21
BOM-000536,SKU-000360,SKU-000492,4.74,2023-11-27
BOM-000537,SKU-000568,SKU-000490,8.83,2025-05-15
BOM-000538,SKU-000535,SKU-000129,3.67,2025-07-26
BOM-000539,SKU-000181,SKU-000429,3.44,2023-08-21
BOM-000540,SKU-000473,SKU-000243,5.89,2023-08-13
BOM-000541,SKU-000012,SKU-000409,4.63,2024-07-07
BOM-000542,SKU-000048,SKU-000325,9.59,2024-08-30
BOM-000543,SKU-000359,SKU-000210,9.52,2024-10-21
BOM-000544,SKU-000319,SKU-000117,5.45,2024-08-05
BOM-000545,SKU-000344,SKU-000578,8.9,2025-05-20
BOM-000546,SKU-000056,SKU-000226,9.65,2025-03-30
BOM-000547,SKU-000450,SKU-000234,5.96,2024-10-31
BOM-000548,SKU-000130,SKU-000025,1.16,2024-11-11
BOM-000549,SKU-000345,SKU-000391,3.6,2025-09-15
BOM-000550,SKU-000504,SKU-000215,5.74,2024-08-11
BOM-000551,SKU-000339,SKU-000591,8.0,2024-04-12
BOM-000552,SKU-000549,SKU-000299,9.84,2025-06-06
BOM-000553,SKU-000463,SKU-000007,2.52,2023-07-10
BOM-000554,SKU-000085,SKU-000393,9.67,2025-06-13
BOM-000555,SKU-000322,SKU-000536,3.33,2023-04-10
BOM-000556,SKU-000043,SKU-000371,3.94,2025-11-13
BOM-000557,SKU-000287,SKU-000091,5.69,2023-03-02
BOM-000558,SKU-000060,SKU-000050,7.81,2025-05-11
BOM-000559,SKU-000260,SKU-000025,1.34,2024-07-02
BOM-000560,SKU-000329,SKU-000592,8.12,2025-11-26
BOM-000561,SKU-000303,SKU-000095,6.91,2023-05-06
BOM-000562,SKU-000311,SKU-000553,4.41,2023-06-30
BOM-000563,SKU-000418,SKU-000080,5.6,2025-05-29
BOM-000564,SKU-000498,SKU-000258,6.91,2025-06-16
BOM-000565,SKU-000209,SKU-000284,2.65,2024-06-02
BOM-000566,SKU-000144,SKU-000535,4.24,2024-09-27
BOM-000567,SKU-000524,SKU-000076,0.9,2024-01-21
BOM-000568,SKU-000500,SKU-000234,3.88,2024-12-31
BOM-000569,SKU-000249,SKU-000264,3.87,2024-03-30
BOM-000570,SKU-000556,SKU-000149,8.95,2024-03-26
BOM-000571,SKU-000422,SKU-000333,1.25,2024-05-15
BOM-000572,SKU-000107,SKU-000123,3.74,2023-12-20
BOM-000573,SKU-000037,SKU-000216,9.49,2025-02-25
BOM-000574,SKU-000286,SKU-000516,4.74,2025-04-04
BOM-000575,SKU-000076,SKU-000492,8.89,2024-06-05
BOM-000576,SKU-000009,SKU-000189,2.23,2024-01-11
BOM-000577,SKU-000473,SKU-000020,4.32,2023-03-22
BOM-000578,SKU-000446,SKU-000188,2.75,2025-08-01
BOM-000579,SKU-000432,SKU-000294,7.85,2024-08-03
BOM-000580,SKU-000523,SKU-000159,4.29,2025-06-24
BOM-000581,SKU-000052,SKU-000512,4.45,2024-08-24
BOM-000582,SKU-000486,SKU-000154,2.61,2025-11-29
BOM-000583,SKU-000420,SKU-000520,5.34,2024-02-10
BOM-000584,SKU-000439,SKU-000325,6.66,2023-02-06
BOM-000585,SKU-000402,SKU-000057,7.22,2025-10-07
BOM-000586,SKU-000213,SKU-000323,5.95,2023-03-17
BOM-000587,SKU-000203,SKU-000367,2.57,2025-10-23
BOM-000588,SKU-000002,SKU-000218,7.96,2023-12-12
BOM-000589,SKU-000215,SKU-000096,5.79,2024-02-02
BOM-000590,SKU-000460,SKU-000519,5.87,2023-08-25
BOM-000591,SKU-000188,SKU-000006,4.74,2023-02-03
BOM-000592,SKU-000295,SKU-000393,8.94,2025-04-05
BOM-000593,SKU-000039,SKU-000161,4.62,2024-07-28
BOM-000594,SKU-000123,SKU-000377,9.8,2024-02-19
BOM-000595,SKU-000172,SKU-000291,8.48,2024-09-09
BOM-000596,SKU-000541,SKU-000292,8.62,2024-09-30
BOM-000597,SKU-000461,SKU-000254,8.86,2023-06-11
BOM-000598,SKU-000367,SKU-000392,2.02,2024-03-01
BOM-000599,SKU-000443,SKU-000214,3.57,2023-04-20
BOM-000600,SKU-000410,SKU-000059,9.33,2023-09-11
BOM-000601,SKU-000299,SKU-000242,3.09,2024-04-26
BOM-000602,SKU-000002,SKU-000422,8.91,2023-08-08
BOM-000603,SKU-000142,SKU-000194,7.1,2025-12-25
BOM-000604,SKU-000526,SKU-000584,7.49,2025-11-11
BOM-000605,SKU-000231,SKU-000488,1.06,2024-01-28
BOM-000606,SKU-000565,SKU-000169,5.14,2024-01-12
BOM-000607,SKU-000359,SKU-000514,3.2,2024-04-18
BOM-000608,SKU-000583,SKU-000240,2.92,2025-07-18
BOM-000609,SKU-000099,SKU-000554,2.86,2024-11-13
BOM-000610,SKU-000514,SKU-000387,5.55,2025-06-25
BOM-000611,SKU-000359,SKU-000158,9.59,2024-04-25
BOM-000612,SKU-000460,SKU-000524,0.84,2024-02-05
BOM-000613,SKU-000193,SKU-000182,2.73,2024-12-07
BOM-000614,SKU-000131,SKU-000101,1.16,2024-12-20
BOM-000615,SKU-000071,SKU-000514,2.49,2023-09-29
BOM-000616,SKU-000473,SKU-000285,2.48,2023-11-09
BOM-000617,SKU-000059,SKU-000268,9.31,2023-11-22
BOM-000618,SKU-000578,SKU-000152,5.96,2023-08-27
BOM-000619,SKU-000347,SKU-000189,5.61,2024-11-26
BOM-000620,SKU-000352,SKU-000413,4.15,2025-12-07
BOM-000621,SKU-000480,SKU-000358,1.22,2025-04-07
BOM-000622,SKU-000373,SKU-000080,2.11,2025-01-14
BOM-000623,SKU-000528,SKU-000425,1.68,2025-04-30
BOM-000624,SKU-000569,SKU-000248,7.15,2023-04-24
BOM-000625,SKU-000541,SKU-000387,1.58,2024-11-13
BOM-000626,SKU-000292,SKU-000224,8.33,2023-02-23
BOM-000627,SKU-000427,SKU-000279,1.31,2025-07-13
BOM-000628,SKU-000388,SKU-000275,3.78,2025-12-17
BOM-000629,SKU-000393,SKU-000521,4.38,2023-02-07
BOM-000630,SKU-000243,SKU-000469,5.19,2025-10-22
BOM-000631,SKU-000577,SKU-000276,9.17,2024-12-20
BOM-000632,SKU-000055,SKU-000422,7.45,2023-12-30
BOM-000633,SKU-000418,SKU-000559,2.03,2024-10-30
BOM-000634,SKU-000252,SKU-000593,6.32,2025-03-17
BOM-000635,SKU-000581,SKU-000160,1.28,2023-12-08
BOM-000636,SKU-000260,SKU-000191,8.37,2023-02-28
BOM-000637,SKU-000352,SKU-000560,2.06,2023-02-04
BOM-000638,SKU-000160,SKU-000529,9.34,2025-06-27
BOM-000639,SKU-000268,SKU-000042,9.34,2023-09-06
BOM-000640,SKU-000187,SKU-000508,2.6,2025-08-08
BOM-000641,SKU-000436,SKU-000412,6.36,2023-10-11
BOM-000642,SKU-000502,SKU-000455,1.73,2025-06-18
BOM-000643,SKU-000259,SKU-000224,9.51,2023-11-25
BOM-000644,SKU-000154,SKU-000242,5.33,2024-07-11
BOM-000645,SKU-000109,SKU-000307,1.94,2025-03-18
BOM-000646,SKU-000253,SKU-000434,8.99,2023-04-23
BOM-000647,SKU-000145,SKU-000444,0.94,2024-07-01
BOM-000648,SKU-000382,SKU-000175,0.56,2024-06-15
BOM-000649,SKU-000255,SKU-000460,7.89,2025-05-15
BOM-000650,SKU-000059,SKU-000345,4.02,2025-07-12
BOM-000651,SKU-000520,SKU-000204,2.96,2025-10-06
BOM-000652,SKU-000082,SKU-000164,8.07,2024-08-04
BOM-000653,SKU-000202,SKU-000399,8.61,2023-02-04
BOM-000654,SKU-000046,SKU-000482,9.76,2023-12-10
BOM-000655,SKU-000087,SKU-000222,1.96,2023-07-15
BOM-000656,SKU-000238,SKU-000600,2.71,2025-02-24
BOM-000657,SKU-000465,SKU-000270,9.91,2025-03-09
BOM-000658,SKU-000118,SKU-000591,1.75,2025-03-25
BOM-000659,SKU-000585,SKU-000275,6.55,2025-02-08
BOM-000660,SKU-000110,SKU-000152,4.25,2024-08-19
BOM-000661,SKU-000514,SKU-000241,6.7,2023-05-23
BOM-000662,SKU-000025,SKU-000021,0.52,2023-12-10
BOM-000663,SKU-000344,SKU-000195,4.0,2023-07-16
BOM-000664,SKU-000320,SKU-000072,0.81,2025-11-01
BOM-000665,SKU-000461,SKU-000341,6.25,2025-09-03
BOM-000666,SKU-000506,SKU-000264,9.14,2025-11-06
BOM-000667,SKU-000182,SKU-000353,2.38,2025-06-04
BOM-000668,SKU-000446,SKU-000488,6.77,2025-04-24
BOM-000669,SKU-000359,SKU-000437,7.0,2025-01-23
BOM-000670,SKU-000477,SKU-000462,1.63,2025-03-22
BOM-000671,SKU-000514,SKU-000199,1.78,2023-07-22
BOM-000672,SKU-000024,SKU-000370,6.43,2024-04-26
BOM-000673,SKU-000420,SKU-000096,2.45,2025-09-09
BOM-000674,SKU-000143,SKU-000554,2.06,2023-03-09
BOM-000675,SKU-000006,SKU-000520,3.31,2023-02-04
BOM-000676,SKU-000357,SKU-000388,5.11,2024-08-10
BOM-000677,SKU-000209,SKU-000032,9.21,2024-05-12
BOM-000678,SKU-000395,SKU-000310,3.66,2024-11-29
BOM-000679,SKU-000255,SKU-000196,7.92,2023-07-08
BOM-000680,SKU-000202,SKU-000438,8.47,2023-04-18
BOM-000681,SKU-000110,SKU-000506,9.02,2023-03-02
BOM-000682,SKU-000463,SKU-000419,9.05,2024-11-27
BOM-000683,SKU-000520,SKU-000063,5.43,2023-10-17
BOM-000684,SKU-000461,SKU-000034,2.92,2023-01-19
BOM-000685,SKU-000231,SKU-000209,5.15,2025-09-10
BOM-000686,SKU-000026,SKU-000494,0.88,2023-08-14
BOM-000687,SKU-000410,SKU-000434,9.78,2023-12-04
BOM-000688,SKU-000267,SKU-000267,6.79,2023-04-23
BOM-000689,SKU-000253,SKU-000412,6.23,2023-09-21
BOM-000690,SKU-000248,SKU-000260,4.12,2024-12-20
BOM-000691,SKU-000039,SKU-000256,1.97,2025-02-25
BOM-000692,SKU-000067,SKU-000272,2.96,2023-11-07
BOM-000693,SKU-000345,SKU-000491,5.82,2025-09-18
BOM-000694,SKU-000363,SKU-000404,1.49,2024-04-29
BOM-000695,SKU-000418,SKU-000213,9.21,2024-12-20
BOM-000696,SKU-000347,SKU-000063,4.58,2024-07-02
BOM-000697,SKU-000446,SKU-000528,4.68,2025-12-30
BOM-000698,SKU-000112,SKU-000511,1.89,2025-10-05
BOM-000699,SKU-000420,SKU-000311,4.16,2025-06-17
BOM-000700,SKU-000114,SKU-000058,9.42,2024-07-14
BOM-000701,SKU-000045,SKU-000537,3.14,2025-11-10
BOM-000702,SKU-000075,SKU-000186,2.35,2023-09-18
BOM-000703,SKU-000058,SKU-000188,7.35,2024-01-14
BOM-000704,SKU-000257,SKU-000410,1.38,2025-02-26
BOM-000705,SKU-000104,SKU-000325,5.19,2023-05-26
BOM-000706,SKU-000224,SKU-000153,4.05,2023-09-01
BOM-000707,SKU-000154,SKU-000494,5.07,2025-12-27
BOM-000708,SKU-000343,SKU-000583,5.03,2023-09-26
BOM-000709,SKU-000047,SKU-000274,6.81,2025-09-04
BOM-000710,SKU-000237,SKU-000264,8.58,2024-10-29
BOM-000711,SKU-000369,SKU-000268,1.43,2025-10-23
BOM-000712,SKU-000325,SKU-000031,8.94,2025-08-09
BOM-000713,SKU-000500,SKU-000097,3.37,2025-12-18
BOM-000714,SKU-000013,SKU-000333,2.81,2025-12-06
BOM-000715,SKU-000141,SKU-000103,5.74,2023-07-12
BOM-000716,SKU-000425,SKU-000264,6.45,2025-06-28
BOM-000717,SKU-000399,SKU-000137,8.71,2023-07-03
BOM-000718,SKU-000314,SKU-000559,3.73,2023-03-30
BOM-000719,SKU-000293,SKU-000268,0.79,2025-02-10
BOM-000720,SKU-000578,SKU-000467,8.74,2023-11-22
BOM-000721,SKU-000551,SKU-000222,8.91,2025-02-16
BOM-000722,SKU-000345,SKU-000419,0.56,2024-10-01
BOM-000723,SKU-000357,SKU-000370,4.53,2025-07-07
BOM-000724,SKU-000200,SKU-000270,9.72,2023-12-23
BOM-000725,SKU-000466,SKU-000513,0.9,2025-08-07
BOM-000726,SKU-000500,SKU-000053,7.42,2023-08-19
BOM-000727,SKU-000337,SKU-000513,6.28,2023-05-16
BOM-000728,SKU-000199,SKU-000506,8.95,2024-05-25
BOM-000729,SKU-000523,SKU-000408,2.07,2025-09-30
BOM-000730,SKU-000137,SKU-000569,7.42,2025-08-08
BOM-000731,SKU-000079,SKU-000015,2.7,2024-10-16
BOM-000732,SKU-000228,SKU-000272,0.64,2024-06-05
BOM-000733,SKU-000089,SKU-000425,8.85,2024-02-03
BOM-000734,SKU-000105,SKU-000093,9.82,2023-12-09
BOM-000735,SKU-000123,SKU-000591,5.78,2024-08-12
BOM-000736,SKU-000131,SKU-000071,1.32,2024-12-09
BOM-000737,SKU-000442,SKU-000283,9.73,2024-12-21
BOM-000738,SKU-000350,SKU-000531,8.21,2025-01-07
BOM-000739,SKU-000008,SKU-000570,4.82,2024-05-18
BOM-000740,SKU-000250,SKU-000471,8.66,2023-03-31
BOM-000741,SKU-000324,SKU-000109,1.78,2023-09-19
BOM-000742,SKU-000569,SKU-000211,9.13,2025-08-31
BOM-000743,SKU-000519,SKU-000268,4.13,2024-08-31
BOM-000744,SKU-000544,SKU-000497,2.16,2023-11-01
BOM-000745,SKU-000415,SKU-000449,4.19,2023-07-12
BOM-000746,SKU-000345,SKU-000302,6.18,2024-02-20
BOM-000747,SKU-000092,SKU-000468,1.02,2025-10-29
BOM-000748,SKU-000319,SKU-000204,4.03,2024-09-02
BOM-000749,SKU-000176,SKU-000082,6.6,2025-02-26
BOM-000750,SKU-000305,SKU-000184,5.15,2025-01-29
BOM-000751,SKU-000020,SKU-000350,8.94,2023-04-19
BOM-000752,SKU-000368,SKU-000071,6.38,2023-02-05
BOM-000753,SKU-000185,SKU-000512,6.94,2023-01-09
BOM-000754,SKU-000413,SKU-000372,7.21,2023-11-12
BOM-000755,SKU-000524,SKU-000282,3.91,2024-09-23
BOM-000756,SKU-000522,SKU-000049,8.32,2024-03-28
BOM-000757,SKU-000556,SKU-000142,9.62,2024-07-21
BOM-000758,SKU-000332,SKU-000549,5.98,2025-08-30
BOM-000759,SKU-000062,SKU-000372,6.57,2023-05-28
BOM-000760,SKU-000247,SKU-000080,2.31,2024-05-30
BOM-000761,SKU-000409,SKU-000410,9.69,2023-07-01
BOM-000762,SKU-000265,SKU-000045,9.78,2024-11-05
BOM-000763,SKU-000004,SKU-000349,5.42,2025-05-15
BOM-000764,SKU-000083,SKU-000008,7.98,2023-03-22
BOM-000765,SKU-000425,SKU-000007,0.55,2024-04-11
BOM-000766,SKU-000339,SKU-000433,4.39,2025-09-16
BOM-000767,SKU-000199,SKU-000044,9.04,2025-03-05
BOM-000768,SKU-000261,SKU-000380,5.49,2025-03-15
BOM-000769,SKU-000283,SKU-000323,3.3,2024-02-28
BOM-000770,SKU-000405,SKU-000344,5.5,2025-01-17
BOM-000771,SKU-000587,SKU-000362,6.27,2025-06-29
BOM-000772,SKU-000279,SKU-000402,4.92,2025-10-01
BOM-000773,SKU-000107,SKU-000286,6.69,2024-10-24
BOM-000774,SKU-000341,SKU-000486,7.24,2025-04-14
BOM-000775,SKU-000336,SKU-000187,4.27,2023-03-31
BOM-000776,SKU-000533,SKU-000271,5.18,2025-04-27
BOM-000777,SKU-000551,SKU-000033,6.35,2023-08-31
BOM-000778,SKU-000134,SKU-000194,7.31,2023-08-18
BOM-000779,SKU-000168,SKU-000506,4.91,2023-01-10
BOM-000780,SKU-000055,SKU-000580,4.47,2023-07-21
BOM-000781,SKU-000443,SKU-000491,2.35,2024-01-03
BOM-000782,SKU-000280,SKU-000224,9.57,2025-02-04
BOM-000783,SKU-000246,SKU-000595,1.15,2024-03-19
BOM-000784,SKU-000323,SKU-000327,9.6,2024-02-12
BOM-000785,SKU-000295,SKU-000496,2.25,2024-07-03
BOM-000786,SKU-000014,SKU-000349,6.47,2024-10-14
BOM-000787,SKU-000064,SKU-000273,9.13,2024-06-18
BOM-000788,SKU-000498,SKU-000093,0.69,2023-07-31
BOM-000789,SKU-000183,SKU-000525,8.6,2024-11-08
BOM-000790,SKU-000230,SKU-000532,2.85,2023-05-23
BOM-000791,SKU-000556,SKU-000208,3.03,2024-05-05
BOM-000792,SKU-000499,SKU-000397,4.41,2023-10-14
BOM-000793,SKU-000169,SKU-000414,7.65,2025-09-08
BOM-000794,SKU-000225,SKU-000266,2.91,2024-03-29
BOM-000795,SKU-000042,SKU-000479,1.89,2023-03-26
BOM-000796,SKU-000272,SKU-000274,4.91,2023-04-11
BOM-000797,SKU-000383,SKU-000237,2.08,2023-10-11
BOM-000798,SKU-000588,SKU-000458,4.33,2025-12-28
BOM-000799,SKU-000556,SKU-000343,3.86,2025-04-27
BOM-000800,SKU-000151,SKU-000529,6.75,2025-05-19
BOM-000801,SKU-000226,SKU-000386,3.7,2025-07-19
BOM-000802,SKU-000377,SKU-000137,8.21,2024-01-13
BOM-000803,SKU-000340,SKU-000277,4.06,2024-07-14
BOM-000804,SKU-000441,SKU-000525,9.22,2024-07-05
BOM-000805,SKU-000208,SKU-000257,6.65,2025-06-24
BOM-000806,SKU-000279,SKU-000443,6.57,2023-05-29
BOM-000807,SKU-000063,SKU-000556,4.94,2023-12-07
BOM-000808,SKU-000585,SKU-000505,9.13,2024-07-11
BOM-000809,SKU-000185,SKU-000376,6.49,2025-12-26
BOM-000810,SKU-000543,SKU-000271,6.94,2025-05-19
BOM-000811,SKU-000159,SKU-000199,5.33,2025-12-08
BOM-000812,SKU-000494,SKU-000250,1.47,2023-05-21
BOM-000813,SKU-000521,SKU-000548,6.3,2025-09-26
BOM-000814,SKU-000012,SKU-000476,1.71,2024-03-20
BOM-000815,SKU-000323,SKU-000103,8.98,2023-07-15
BOM-000816,SKU-000514,SKU-000139,8.14,2025-09-15
BOM-000817,SKU-000096,SKU-000070,0.73,2024-10-01
BOM-000818,SKU-000232,SKU-000009,3.53,2025-07-26
BOM-000819,SKU-000274,SKU-000188,4.88,2023-12-24
BOM-000820,SKU-000495,SKU-000588,7.0,2023-06-19
BOM-000821,SKU-000552,SKU-000516,7.14,2023-06-22
BOM-000822,SKU-000234,SKU-000409,9.28,2025-10-06
BOM-000823,SKU-000229,SKU-000015,6.94,2024-05-19
BOM-000824,SKU-000346,SKU-000067,5.87,2025-12-30
BOM-000825,SKU-000481,SKU-000316,7.79,2025-01-31
BOM-000826,SKU-000532,SKU-000082,3.49,2025-11-25
BOM-000827,SKU-000600,SKU-000493,0.83,2023-02-02
BOM-000828,SKU-000517,SKU-000118,7.6,2023-05-31
BOM-000829,SKU-000073,SKU-000018,8.35,2024-01-26
BOM-000830,SKU-000489,SKU-000544,8.14,2024-01-21
BOM-000831,SKU-000426,SKU-000032,8.27,2025-08-30
BOM-000832,SKU-000319,SKU-000093,8.66,2024-01-01
BOM-000833,SKU-000218,SKU-000265,8.15,2023-08-01
BOM-000834,SKU-000522,SKU-000514,4.46,2025-07-20
BOM-000835,SKU-000157,SKU-000019,6.78,2025-03-16
BOM-000836,SKU-000417,SKU-000170,9.15,2024-07-19
BOM-000837,SKU-000085,SKU-000448,6.24,2024-04-22
BOM-000838,SKU-000539,SKU-000251,0.63,2024-11-15
BOM-000839,SKU-000370,SKU-000376,7.98,2023-09-11
BOM-000840,SKU-000348,SKU-000588,5.65,2023-01-11
BOM-000841,SKU-000456,SKU-000017,8.42,2023-07-04
BOM-000842,SKU-000300,SKU-000447,6.93,2023-10-09
BOM-000843,SKU-000377,SKU-000485,4.73,2025-11-20
BOM-000844,SKU-000183,SKU-000384,8.58,2025-03-23
BOM-000845,SKU-000260,SKU-000181,1.74,2025-09-17
BOM-000846,SKU-000045,SKU-000212,9.75,2024-06-04
BOM-000847,SKU-000439,SKU-000285,8.77,2024-02-21
BOM-000848,SKU-000014,SKU-000015,7.28,2025-07-17
BOM-000849,SKU-000567,SKU-000236,2.71,2025-02-27
BOM-000850,SKU-000393,SKU-000275,7.87,2024-10-04
BOM-000851,SKU-000184,SKU-000249,3.91,2023-11-20
BOM-000852,SKU-000405,SKU-000074,8.0,2024-01-05
BOM-000853,SKU-000443,SKU-000014,7.59,2025-12-22
BOM-000854,SKU-000539,SKU-000010,8.75,2023-08-10
BOM-000855,SKU-000274,SKU-000018,7.81,2024-12-19
BOM-000856,SKU-000124,SKU-000570,1.71,2025-10-04
BOM-000857,SKU-000175,SKU-000541,6.42,2024-03-27
BOM-000858,SKU-000372,SKU-000554,3.5,2024-12-28
BOM-000859,SKU-000442,SKU-000215,3.63,2024-09-12
BOM-000860,SKU-000576,SKU-000569,1.83,2024-02-29
BOM-000861,SKU-000311,SKU-000398,9.73,2024-05-29
BOM-000862,SKU-000190,SKU-000236,5.85,2023-06-15
BOM-000863,SKU-000266,SKU-000186,8.05,2025-09-19
BOM-000864,SKU-000371,SKU-000429,8.79,2025-02-13
BOM-000865,SKU-000598,SKU-000007,9.6,2025-07-03
BOM-000866,SKU-000486,SKU-000484,8.13,2023-08-23
BOM-000867,SKU-000242,SKU-000167,2.24,2023-05-31
BOM-000868,SKU-000105,SKU-000399,4.93,2023-06-18
BOM-000869,SKU-000253,SKU-000499,2.21,2025-11-01
BOM-000870,SKU-000220,SKU-000029,8.76,2024-03-16
BOM-000871,SKU-000492,SKU-000444,4.19,2025-05-09
