sku,description,category,unit_cost,on_hand_qty,reorder_point,last_received_date
SKU-000373,Subassembly item 373,FinishedGood,205.21,117,58,2025-10-26
SKU-000374,Packaging item 374,Subassembly,29.49,244,11,2025-12-06
SKU-000375,Packaging item 375,RawMaterial,34.29,242,90,2025-02-08
SKU-000376,FinishedGood item 376,Packaging,28.98,449,33,2025-03-18
SKU-000377,Subassembly item 377,RawMaterial,8.24,43,94,2025-06-07
SKU-000378,RawMaterial item 378,RawMaterial,17.08,232,42,2025-10-29
SKU-000379,Subassembly item 379,Subassembly,9.2,68,84,2025-04-03
SKU-000380,Packaging item 380,Subassembly,34.37,180,69,2025-07-20
SKU-000381,RawMaterial item 381,RawMaterial,21.63,498,75,2025-02-06
SKU-000382,FinishedGood item 382,FinishedGood,12.92,293,80,2025-03-24
SKU-000383,FinishedGood item 383,FinishedGood,23.34,493,51,2025-02-16
SKU-000384,RawMaterial item 384,Packaging,23.29,384,22,2025-06-03
SKU-000385,FinishedGood item 385,RawMaterial,35.53,125,14,2025-06-03
SKU-000386,Packaging item 386,FinishedGood,18.63,162,18,2025-06-13
SKU-000387,RawMaterial item 387,RawMaterial,12.47,299,20,2025-04-02
SKU-000388,FinishedGood item 388,FinishedGood,9.71,309,65,2025-10-05
SKU-000389,Subassembly item 389,Subassembly,8.19,137,40,2025-02-14
SKU-000390,FinishedGood item 390,Subassembly,5.85,56,47,2025-04-19
SKU-000391,Packaging item 391,FinishedGood,19.79,482,30,2025-10-19
SKU-000392,FinishedGood item 392,FinishedGood,29.48,444,55,2025-03-21
SKU-000393,RawMaterial item 393,RawMaterial,20.35,137,41,2025-10-22
SKU-000394,FinishedGood item 394,RawMaterial,8.17,132,71,2025-08-25
SKU-000395,FinishedGood item 395,RawMaterial,25.21,249,47,2025-03-21
SKU-000396,FinishedGood item 396,FinishedGood,24.33,468,34,2025-06-17
SKU-000397,Packaging item 397,FinishedGood,23.79,481,62,2025-10-17
SKU-000398,FinishedGood item 398,RawMaterial,7.33,145,24,2025-10-07
SKU-000399,FinishedGood item 399,Subassembly,153.95,403,98,2025-01-09
SKU-000400,RawMaterial item 400,RawMaterial,10.34,60,38,2025-08-07
SKU-000401,FinishedGood item 401,FinishedGood,26.08,59,38,2025-12-21
SKU-000402,FinishedGood item 402,FinishedGood,28.56,153,75,2025-02-10
SKU-000403,Packaging item 403,RawMaterial,41.94,134,16,2025-06-26
SKU-000404,FinishedGood item 404,Subassembly,69.36,409,70,2025-06-01
SKU-000405,RawMaterial item 405,RawMaterial,32.07,370,57,2025-12-08
SKU-000406,Packaging item 406,RawMaterial,18.76,133,16,2025-02-05
SKU-000407,Packaging item 407,Subassembly,17.5,390,49,2025-04-26
SKU-000408,Subassembly item 408,FinishedGood,12.17,385,40,2025-01-02
SKU-000409,RawMaterial item 409,RawMaterial,50.45,186,69,2025-07-18
SKU-000410,RawMaterial item 410,RawMaterial,10.73,445,82,2025-07-19
SKU-000411,RawMaterial item 411,Packaging,12.55,317,99,2025-09-14
SKU-000412,RawMaterial item 412,Subassembly,50.77,363,17,2025-04-08
SKU-000413,RawMaterial item 413,RawMaterial,3.96,70,65,2025-09-21
SKU-000414,RawMaterial item 414,Packaging,19.75,357,93,2025-11-22
SKU-000415,Subassembly item 415,FinishedGood,32.05,264,89,2025-04-28
SKU-000416,Packaging item 416,FinishedGood,19.73,317,22,2025-04-16
SKU-000417,Packaging item 417,Subassembly,7.88,227,87,2025-04-05
SKU-000418,Subassembly item 418,RawMaterial,16.68,237,69,2025-02-01
SKU-000419,Packaging item 419,Packaging,28.86,229,51,2025-08-18
SKU-000420,Subassembly item 420,FinishedGood,10.1,189,22,2025-03-19
SKU-000421,Packaging item 421,Subassembly,16.0,105,63,2025-07-15
SKU-000422,Packaging item 422,FinishedGood,5.97,308,48,2025-12-31
SKU-000423,Subassembly item 423,Subassembly,27.0,261,65,2025-12-06
SKU-000424,RawMaterial item 424,RawMaterial,19.73,317,12,2025-11-05
SKU-000425,Subassembly item 425,Packaging,6.77,340,26,2025-02-21
SKU-000426,RawMaterial item 426,Packaging,13.31,284,13,2025-03-18
SKU-000427,Subassembly item 427,FinishedGood,21.89,97,10,2025-09-07
SKU-000428,Subassembly item 428,FinishedGood,42.73,79,61,2025-11-02
SKU-000429,Subassembly item 429,Packaging,12.44,498,23,2025-11-26
SKU-000430,RawMaterial item 430,RawMaterial,33.25,368,82,2025-07-10
SKU-000431,FinishedGood item 431,RawMaterial,28.92,166,29,2025-03-22
SKU-000432,FinishedGood item 432,RawMaterial,13.23,94,35,2025-09-18
SKU-000433,Packaging item 433,FinishedGood,17.3,232,12,2025-12-03
SKU-000434,FinishedGood item 434,FinishedGood,87.59,52,98,2025-12-25
SKU-000435,Packaging item 435,FinishedGood,28.57,487,38,2025-02-14
SKU-000436,Packaging item 436,Packaging,148.49,157,51,2025-05-14
SKU-000437,RawMaterial item 437,Packaging,16.69,441,90,2025-05-17
SKU-000438,Subassembly item 438,FinishedGood,26.07,461,40,2025-02-13
SKU-000439,FinishedGood item 439,FinishedGood,37.95,380,89,2025-07-13
SKU-000440,FinishedGood item 440,Subassembly,19.89,190,35,2025-06-27
SKU-000441,RawMaterial item 441,Packaging,19.36,412,43,2025-07-03
SKU-000442,Packaging item 442,Subassembly,13.96,295,28,2025-06-02
SKU-000443,RawMaterial item 443,RawMaterial,19.66,406,96,2025-01-22
SKU-000444,RawMaterial item 444,FinishedGood,52.07,137,12,2025-11-14
SKU-000445,Packaging item 445,Packaging,15.1,289,56,2025-06-23
SKU-000446,FinishedGood item 446,FinishedGood,34.66,358,93,2025-09-23
SKU-000447,RawMaterial item 447,Packaging,5.8,125,21,2025-04-24
SKU-000448,Subassembly item 448,RawMaterial,12.03,266,92,2025-09-26
SKU-000449,RawMaterial item 449,FinishedGood,13.46,464,44,2025-12-25
SKU-000450,FinishedGood item 450,FinishedGood,22.22,156,79,2025-08-22
SKU-000451,Subassembly item 451,Packaging,129.98,88,91,2025-03-03
SKU-000452,RawMaterial item 452,FinishedGood,9.07,403,87,2025-07-02
SKU-000453,Packaging item 453,Packaging,31.46,132,18,2025-10-27
SKU-000454,Subassembly item 454,RawMaterial,39.41,288,28,2025-07-04
SKU-000455,FinishedGood item 455,Packaging,36.98,365,41,2025-04-05
SKU-000456,Packaging item 456,Subassembly,15.02,170,94,2025-10-09
SKU-000457,Subassembly item 457,Subassembly,4.6,188,74,2025-01-08
SKU-000458,FinishedGood item 458,Subassembly,77.27,402,46,2025-08-11
SKU-000459,FinishedGood item 459,Packaging,39.44,335,23,2025-09-07
SKU-000460,Subassembly item 460,Subassembly,14.66,42,40,2025-09-21
SKU-000461,Packaging item 461,Packaging,13.9,36,58,2025-12-19
SKU-000462,Subassembly item 462,Packaging,7.18,229,39,2025-06-16
SKU-000463,Subassembly item 463,FinishedGood,21.82,319,49,2025-03-20
SKU-000464,Subassembly item 464,RawMaterial,46.64,490,84,2025-11-11
SKU-000465,FinishedGood item 465,FinishedGood,86.57,308,65,2025-12-15
SKU-000466,Subassembly item 466,FinishedGood,7.7,50,86,2025-09-06
SKU-000467,Packaging item 467,RawMaterial,68.1,35,88,2025-07-23
SKU-000468,Packaging item 468,Packaging,109.78,140,62,2025-01-06
SKU-000469,RawMaterial item 469,FinishedGood,18.63,389,68,2025-07-25
SKU-000470,Subassembly item 470,Packaging,5.26,16,50,2025-02-28
SKU-000471,FinishedGood item 471,Packaging,11.2,127,54,2025-03-28
SKU-000472,RawMaterial item 472,Packaging,27.06,304,83,2025-08-11
SKU-000473,Subassembly item 473,FinishedGood,83.88,177,70,2025-03-12
SKU-000474,Subassembly item 474,Packaging,6.96,14,74,2025-03-05
SKU-000475,Subassembly item 475,Subassembly,55.09,370,80,2025-12-08
SKU-000476,RawMaterial item 476,Subassembly,18.37,272,69,2025-11-11
SKU-000477,Subassembly item 477,Subassembly,83.39,295,59,2025-06-25
SKU-000478,RawMaterial item 478,Packaging,32.19,225,26,2025-07-28
SKU-000479,RawMaterial item 479,RawMaterial,13.14,179,74,2025-02-15
SKU-000480,Packaging item 480,FinishedGood,48.57,13,44,2025-08-05
SKU-000481,RawMaterial item 481,FinishedGood,37.18,26,31,2025-12-03
SKU-000482,FinishedGood item 482,FinishedGood,39.78,307,55,2025-07-03
SKU-000483,Packaging item 483,FinishedGood,16.17,283,49,2025-01-16
SKU-000484,RawMaterial item 484,Subassembly,11.15,88,59,2025-09-23
SKU-000485,Packaging item 485,Subassembly,13.01,336,93,2025-01-14
SKU-000486,RawMaterial item 486,RawMaterial,16.8,148,57,2025-12-06
SKU-000487,FinishedGood item 487,Packaging,55.5,286,70,2025-10-22
SKU-000488,RawMaterial item 488,Subassembly,13.63,472,93,2025-07-15
SKU-000489,Packaging item 489,RawMaterial,23.9,178,55,2025-02-08
SKU-000490,Packaging item 490,Packaging,10.89,395,61,2025-01-01
SKU-000491,Packaging item 491,FinishedGood,71.28,494,28,2025-12-19
SKU-000492,FinishedGood item 492,FinishedGood,11.39,384,40,2025-04-02
SKU-000493,FinishedGood item 493,Subassembly,8.82,240,58,2025-03-15
SKU-000494,Subassembly item 494,FinishedGood,31.13,304,26,2025-03-21
SKU-000495,Packaging item 495,RawMaterial,72.82,200,17,2025-02-24
SKU-000496,RawMaterial item 496,Subassembly,49.22,313,40,2025-12-24
SKU-000497,Subassembly item 497,FinishedGood,43.46,127,95,2025-07-16
SKU-000498,FinishedGood item 498,FinishedGood,23.52,55,90,2025-12-21
SKU-000499,RawMaterial item 499,Packaging,4.73,269,94,2025-09-08
SKU-000500,Subassembly item 500,FinishedGood,22.72,471,64,2025-10-31
SKU-000501,Packaging item 501,RawMaterial,16.93,108,45,2025-06-01
SKU-000502,Subassembly item 502,RawMaterial,8.64,471,10,2025-01-14
SKU-000503,RawMaterial item 503,Packaging,18.26,369,82,2025-04-08
SKU-000504,FinishedGood item 504,RawMaterial,3.52,371,24,2025-03-29
SKU-000505,Subassembly item 505,FinishedGood,43.8,437,46,2025-06-06
SKU-000506,Subassembly item 506,Packaging,48.47,68,92,2025-03-13
SKU-000507,Subassembly item 507,FinishedGood,13.79,242,92,2025-02-23
SKU-000508,RawMaterial item 508,Packaging,54.29,5,47,2025-01-27
SKU-000509,RawMaterial item 509,Subassembly,24.2,317,37,2025-09-22
SKU-000510,Packaging item 510,Packaging,30.64,54,37,2025-03-30
SKU-000511,Subassembly item 511,Packaging,11.05,413,18,2025-03-09
SKU-000512,FinishedGood item 512,RawMaterial,51.93,226,25,2025-06-22
SKU-000513,RawMaterial item 513,FinishedGood,34.83,346,57,2025-07-26
SKU-000514,Packaging item 514,Subassembly,19.1,262,90,2025-06-17
SKU-000515,RawMaterial item 515,Subassembly,8.96,42,95,2025-03-07
SKU-000516,Subassembly item 516,FinishedGood,44.26,138,39,2025-07-06
SKU-000517,Subassembly item 517,FinishedGood,44.95,49,42,2025-01-17
SKU-000518,RawMaterial item 518,Subassembly,15.09,72,63,2025-03-23
SKU-000519,FinishedGood item 519,FinishedGood,7.98,75,88,2025-11-02
SKU-000520,FinishedGood item 520,RawMaterial,28.5,453,95,2025-06-29
SKU-000521,Subassembly item 521,FinishedGood,3.8,259,73,2025-06-15
SKU-000522,Packaging item 522,RawMaterial,11.33,477,13,2025-05-19
SKU-000523,Subassembly item 523,RawMaterial,10.6,129,70,2025-10-14
SKU-000524,RawMaterial item 524,Packaging,11.88,304,10,2025-01-12
SKU-000525,Packaging item 525,FinishedGood,16.61,457,71,2025-03-06
SKU-000526,RawMaterial item 526,Packaging,8.1,69,35,2025-09-19
SKU-000527,FinishedGood item 527,FinishedGood,98.9,149,19,2025-10-02
SKU-000528,Subassembly item 528,Subassembly,65.79,67,10,2025-02-20
SKU-000529,FinishedGood item 529,Subassembly,11.44,486,94,2025-10-21
SKU-000530,FinishedGood item 530,FinishedGood,12.08,187,18,2025-03-29
SKU-000531,FinishedGood item 531,Subassembly,28.78,295,97,2025-09-11
SKU-000532,Subassembly item 532,FinishedGood,3.22,149,92,2025-05-14
SKU-000533,Packaging item 533,Subassembly,20.85,114,33,2025-02-05
SKU-000534,Subassembly item 534,Subassembly,21.84,15,85,2025-09-27
SKU-000535,Packaging item 535,FinishedGood,29.06,321,62,2025-07-10
SKU-000536,RawMaterial item 536,FinishedGood,31.16,411,17,2025-02-09
SKU-000537,Subassembly item 537,RawMaterial,94.45,366,36,2025-10-04
SKU-000538,Packaging item 538,Packaging,3.1,408,64,2025-01-01
SKU-000539,Packaging item 539,RawMaterial,4.45,332,15,2025-09-13
SKU-000540,RawMaterial item 540,Subassembly,108.8,238,76,2025-01-22
SKU-000541,Packaging item 541,Packaging,108.5,410,60,2025-10-18
SKU-000542,RawMaterial item 542,Subassembly,36.88,386,58,2025-12-16
SKU-000543,Packaging item 543,RawMaterial,39.57,81,93,2025-01-11
SKU-000544,Packaging item 544,RawMaterial,28.82,488,62,2025-08-02
SKU-000545,FinishedGood item 545,Packaging,4.13,125,65,2025-03-16
SKU-000546,RawMaterial item 546,FinishedGood,30.4,256,50,2025-06-25
SKU-000547,RawMaterial item 547,FinishedGood,10.94,443,41,2025-01-13
SKU-000548,Packaging item 548,FinishedGood,9.18,420,59,2025-02-24
SKU-000549,Packaging item 549,Subassembly,18.08,486,38,2025-10-31
SKU-000550,Subassembly item 550,RawMaterial,8.32,379,89,2025-06-07
SKU-000551,FinishedGood item 551,RawMaterial,21.11,481,60,2025-01-09
SKU-000552,Packaging item 552,Packaging,5.63,445,12,2025-03-26
SKU-000553,FinishedGood item 553,Packaging,16.99,285,58,2025-09-27
SKU-000554,RawMaterial item 554,RawMaterial,23.62,388,48,2025-07-17
SKU-000555,Subassembly item 555,RawMaterial,51.89,97,59,2025-09-16
SKU-000556,FinishedGood item 556,Packaging,19.08,12,99,2025-08-17
SKU-000557,RawMaterial item 557,Packaging,19.07,156,56,2025-08-10
SKU-000558,Subassembly item 558,FinishedGood,3.72,108,50,2025-09-11
SKU-000559,RawMaterial item 559,Subassembly,21.88,15,99,2025-12-27
SKU-000560,RawMaterial item 560,FinishedGood,5.16,202,79,2025-07-12
SKU-000561,Subassembly item 561,FinishedGood,13.1,233,48,2025-08-23
SKU-000562,Subassembly item 562,FinishedGood,15.65,369,48,2025-07-31
SKU-000563,Packaging item 563,FinishedGood,26.93,490,72,2025-12-19
SKU-000564,Subassembly item 564,RawMaterial,6.97,245,77,2025-05-11
SKU-000565,Subassembly item 565,FinishedGood,33.99,28,71,2025-08-08
SKU-000566,RawMaterial item 566,RawMaterial,28.18,311,12,2025-11-10
SKU-000567,Packaging item 567,RawMaterial,15.41,53,55,2025-10-05
SKU-000568,RawMaterial item 568,Packaging,19.64,99,52,2025-11-27
SKU-000569,RawMaterial item 569,Packaging,15.12,478,18,2025-06-30
SKU-000570,FinishedGood item 570,RawMaterial,10.68,382,41,2025-12-16
SKU-000571,Subassembly item 571,FinishedGood,90.21,359,61,2025-01-10
SKU-000572,Packaging item 572,RawMaterial,4.36,91,61,2025-02-19
SKU-000573,Packaging item 573,RawMaterial,4.12,157,78,2025-04-04
SKU-000574,Packaging item 574,Packaging,50.55,219,20,2025-08-08
SKU-000575,Subassembly item 575,FinishedGood,10.17,496,22,2025-06-01
SKU-000576,RawMaterial item 576,Packaging,45.98,234,29,2025-11-26
SKU-000577,FinishedGood item 577,Subassembly,47.48,492,14,2025-12-25
SKU-000578,RawMaterial item 578,Packaging,12.47,422,20,2025-11-07
SKU-000579,Subassembly item 579,FinishedGood,9.22,311,86,2025-12-07
SKU-000580,FinishedGood item 580,Packaging,18.06,56,56,2025-03-06
SKU-000581,RawMaterial item 581,Subassembly,24.2,191,56,2025-07-30
SKU-000582,RawMaterial item 582,FinishedGood,18.87,170,11,2025-01-30
SKU-000583,RawMaterial item 583,RawMaterial,12.01,231,87,2025-05-22
SKU-000584,Subassembly item 584,Packaging,7.1,285,94,2025-06-15
SKU-000585,Packaging item 585,Packaging,19.82,297,15,2025-10-17
SKU-000586,FinishedGood item 586,RawMaterial,17.17,20,54,2025-07-05
SKU-000587,FinishedGood item 587,Packaging,8.77,160,19,2025-06-15
SKU-000588,RawMaterial item 588,Packaging,3.03,421,28,2025-03-02
SKU-000589,Subassembly item 589,RawMaterial,28.21,130,56,2025-02-28
SKU-000590,Packaging item 590,Packaging,18.21,138,19,2025-06-18
SKU-000591,RawMaterial item 591,Subassembly,98.55,445,57,2025-12-23
SKU-000592,Subassembly item 592,FinishedGood,21.94,330,48,2025-06-25
SKU-000593,RawMaterial item 593,Subassembly,8.54,73,11,2025-03-18
SKU-000594,Packaging item 594,Subassembly,44.44,201,10,2025-08-31
SKU-000595,FinishedGood item 595,Packaging,19.51,255,43,2025-07-16
SKU-000596,Packaging item 596,FinishedGood,22.87,169,71,2025-09-12
SKU-000597,RawMaterial item 597,FinishedGood,8.44,488,94,2025-04-06
SKU-000598,Packaging item 598,Subassembly,25.45,276,41,2025-12-04
SKU-000599,Packaging item 599,FinishedGood,51.7,64,30,2025-03-19
SKU-000600,Subassembly item 600,FinishedGood,14.59,281,32,2025-04-11
