sku,description,category,unit_cost,on_hand_qty,reorder_point,last_received_date
SKU-000423,Pharma item 423,Pharma,7.79,360,11,2025-01-09
SKU-000424,Supply item 424,Pharma,4.45,449,13,2025-05-03
SKU-000425,Device item 425,Supply,14.44,412,46,2025-07-05
SKU-000426,PPE item 426,Supply,12.46,13,65,2025-05-16
SKU-000427,Device item 427,Device,2.23,47,45,2025-04-13
SKU-000428,Supply item 428,Supply,15.38,67,42,2025-06-09
SKU-000429,PPE item 429,PPE,11.68,362,24,2025-01-28
SKU-000430,Supply item 430,Pharma,7.47,73,61,2025-04-25
SKU-000431,Supply item 431,Supply,36.48,32,97,2025-05-12
SKU-000432,Pharma item 432,Supply,4.05,26,96,2025-02-11
SKU-000433,Device item 433,PPE,25.59,72,25,2025-09-26
SKU-000434,Supply item 434,PPE,22.99,89,66,2025-03-30
SKU-000435,Device item 435,Pharma,76.92,121,86,2025-02-17
SKU-000436,Device item 436,PPE,26.57,457,63,2025-10-30
SKU-000437,Supply item 437,PPE,6.05,439,61,2025-10-13
SKU-000438,Device item 438,Supply,30.14,412,77,2025-06-08
SKU-000439,Device item 439,Pharma,208.59,269,85,2025-07-26
SKU-000440,Supply item 440,Supply,28.67,134,91,2025-06-11
SKU-000441,Pharma item 441,Pharma,10.47,306,14,2025-01-13
SKU-000442,Supply item 442,PPE,35.74,487,22,2025-09-26
SKU-000443,PPE item 443,Supply,73.42,320,85,2025-01-05
SKU-000444,Supply item 444,Supply,63.89,248,43,2025-12-18
SKU-000445,Supply item 445,PPE,19.18,27,70,2025-11-14
SKU-000446,PPE item 446,PPE,6.38,447,49,2025-12-14
SKU-000447,PPE item 447,Pharma,110.91,361,87,2025-12-16
SKU-000448,Supply item 448,PPE,8.08,176,60,2025-03-20
SKU-000449,Supply item 449,Pharma,33.18,456,66,2025-11-23
SKU-000450,Pharma item 450,Device,7.84,309,57,2025-06-21
SKU-000451,PPE item 451,Device,12.62,484,21,2025-01-15
SKU-000452,Pharma item 452,Pharma,22.93,262,30,2025-04-15
SKU-000453,Pharma item 453,Pharma,12.61,61,82,2025-09-14
SKU-000454,PPE item 454,Supply,6.03,7,35,2025-07-11
SKU-000455,Device item 455,PPE,74.45,111,10,2025-09-04
SKU-000456,Pharma item 456,PPE,24.93,100,85,2025-05-16
SKU-000457,Pharma item 457,Device,29.27,395,79,2025-09-27
SKU-000458,PPE item 458,Pharma,60.71,410,87,2025-09-03
SKU-000459,Supply item 459,Device,23.73,194,21,2025-06-15
SKU-000460,Device item 460,Pharma,22.54,341,31,2025-04-16
SKU-000461,Supply item 461,Device,14.48,67,38,2025-01-15
SKU-000462,Supply item 462,Pharma,27.35,265,74,2025-08-07
SKU-000463,Supply item 463,Device,29.2,489,55,2025-08-15
SKU-000464,PPE item 464,Pharma,11.81,473,47,2025-10-19
SKU-000465,PPE item 465,PPE,14.75,320,50,2025-05-31
SKU-000466,Device item 466,Pharma,18.86,497,98,2025-05-20
SKU-000467,PPE item 467,PPE,23.3,200,76,2025-04-21
SKU-000468,PPE item 468,Supply,4.3,94,90,2025-04-21
SKU-000469,Device item 469,Supply,44.93,256,72,2025-07-30
SKU-000470,Pharma item 470,Device,14.3,444,64,2025-01-28
SKU-000471,Pharma item 471,Supply,51.41,66,30,2025-02-28
SKU-000472,Device item 472,PPE,39.79,257,15,2025-06-04
SKU-000473,Supply item 473,PPE,32.79,332,25,2025-11-28
SKU-000474,Device item 474,PPE,47.68,400,56,2025-04-19
SKU-000475,Supply item 475,PPE,6.35,273,54,2025-10-27
SKU-000476,Device item 476,Pharma,46.04,63,51,2025-11-12
SKU-000477,Device item 477,Device,24.41,323,18,2025-05-24
SKU-000478,Pharma item 478,Device,9.25,139,96,2025-08-30
SKU-000479,Pharma item 479,PPE,21.1,195,43,2025-10-07
SKU-000480,PPE item 480,Pharma,5.11,18,75,2025-05-03
SKU-000481,Supply item 481,Device,16.41,52,73,2025-01-12
SKU-000482,Supply item 482,Device,7.54,26,30,2025-05-03
SKU-000483,PPE item 483,Pharma,7.62,299,80,2025-05-16
SKU-000484,Supply item 484,Supply,10.54,241,23,2025-11-15
SKU-000485,Supply item 485,PPE,12.32,387,24,2025-12-09
SKU-000486,Device item 486,Device,21.15,466,91,2025-10-01
SKU-000487,PPE item 487,Supply,9.44,146,90,2025-10-13
SKU-000488,Device item 488,Pharma,18.0,142,32,2025-09-15
SKU-000489,Supply item 489,Device,19.25,159,92,2025-08-14
SKU-000490,Supply item 490,Pharma,7.34,339,63,2025-01-07
SKU-000491,Pharma item 491,Supply,51.98,125,80,2025-03-08
SKU-000492,Supply item 492,Device,23.09,280,93,2025-04-02
SKU-000493,Pharma item 493,Supply,12.83,80,14,2025-03-08
SKU-000494,Supply item 494,Pharma,34.21,276,97,2025-04-26
SKU-000495,Device item 495,PPE,31.92,30,43,2025-12-24
SKU-000496,PPE item 496,Pharma,13.1,466,75,2025-04-05
SKU-000497,Device item 497,PPE,86.95,252,84,2025-10-25
SKU-000498,PPE item 498,PPE,8.74,294,87,2025-11-11
SKU-000499,PPE item 499,Supply,22.9,19,33,2025-05-07
SKU-000500,Pharma item 500,Device,59.52,499,37,2025-08-31
SKU-000501,Device item 501,Pharma,33.03,322,82,2025-02-13
SKU-000502,Device item 502,Pharma,46.86,3,54,2025-09-23
SKU-000503,Supply item 503,Supply,45.87,416,73,2025-11-03
SKU-000504,PPE item 504,Device,4.62,217,44,2025-10-20
SKU-000505,Supply item 505,Pharma,13.31,41,39,2025-12-30
SKU-000506,Device item 506,PPE,89.36,357,40,2025-06-16
SKU-000507,Pharma item 507,Device,17.96,6,91,2025-07-25
SKU-000508,Supply item 508,Pharma,42.0,395,85,2025-08-02
SKU-000509,Pharma item 509,PPE,18.24,396,41,2025-02-12
SKU-000510,Pharma item 510,Pharma,61.89,187,65,2025-01-05
SKU-000511,Device item 511,Device,81.08,254,16,2025-08-10
SKU-000512,Device item 512,Device,31.65,248,31,2025-02-21
SKU-000513,Supply item 513,Pharma,9.09,144,29,2025-12-08
SKU-000514,Pharma item 514,Device,17.85,190,58,2025-03-16
SKU-000515,Device item 515,Device,16.02,476,58,2025-11-01
SKU-000516,Device item 516,Pharma,70.62,145,23,2025-08-11
SKU-000517,PPE item 517,Pharma,3.67,222,82,2025-10-03
SKU-000518,Supply item 518,PPE,5.5,256,69,2025-07-06
SKU-000519,PPE item 519,Pharma,4.9,105,60,2025-10-21
SKU-000520,Supply item 520,Supply,8.4,253,51,2025-11-14
SKU-000521,Device item 521,Supply,12.05,141,12,2025-12-09
SKU-000522,Pharma item 522,Supply,27.05,57,65,2025-08-01
SKU-000523,Device item 523,Pharma,55.77,240,47,2025-06-18
SKU-000524,Supply item 524,Device,32.21,442,35,2025-01-05
SKU-000525,Device item 525,Pharma,31.33,420,60,2025-11-24
SKU-000526,PPE item 526,Pharma,2.71,257,41,2025-06-13
SKU-000527,Supply item 527,Device,27.35,12,45,2025-07-19
SKU-000528,PPE item 528,Pharma,108.23,263,75,2025-07-16
SKU-000529,Device item 529,Supply,11.13,467,15,2025-04-05
SKU-000530,Supply item 530,Supply,13.68,345,40,2025-07-12
SKU-000531,Supply item 531,PPE,28.5,179,59,2025-07-07
SKU-000532,Pharma item 532,Pharma,7.1,330,76,2025-04-11
SKU-000533,PPE item 533,Device,42.0,277,36,2025-04-22
SKU-000534,Device item 534,PPE,20.21,213,84,2025-04-24
SKU-000535,PPE item 535,Supply,22.43,111,89,2025-03-14
SKU-000536,Pharma item 536,Device,24.83,432,84,2025-07-22
SKU-000537,Supply item 537,Pharma,39.82,362,63,2025-11-15
SKU-000538,Pharma item 538,PPE,7.69,470,37,2025-07-14
SKU-000539,Pharma item 539,Device,11.08,96,99,2025-12-06
SKU-000540,Pharma item 540,Device,24.29,66,63,2025-03-28
SKU-000541,PPE item 541,Device,22.35,328,99,2025-01-24
SKU-000542,PPE item 542,Device,53.5,288,38,2025-06-11
SKU-000543,PPE item 543,PPE,11.2,477,67,2025-01-31
SKU-000544,Pharma item 544,Pharma,7.52,473,70,2025-06-16
SKU-000545,Supply item 545,Device,9.34,230,68,2025-07-22
SKU-000546,Pharma item 546,Device,21.3,-6,71,2025-08-06
SKU-000547,Device item 547,Supply,14.35,356,30,2025-09-28
SKU-000548,PPE item 548,PPE,28.58,100,81,2025-03-14
SKU-000549,Pharma item 549,Supply,14.32,340,35,2025-01-21
SKU-000550,Supply item 550,Supply,4.78,280,91,2025-03-16
SKU-000551,Device item 551,Pharma,22.78,264,42,2025-03-24
SKU-000552,Pharma item 552,Device,10.58,484,62,2025-01-15
SKU-000553,PPE item 553,Device,46.38,81,50,2025-01-25
SKU-000554,Pharma item 554,Device,34.29,140,66,2025-12-07
SKU-000555,Pharma item 555,PPE,73.49,27,34,2025-03-16
SKU-000556,Device item 556,Supply,27.64,159,32,2025-08-15
SKU-000557,PPE item 557,Supply,23.11,290,35,2025-10-07
SKU-000558,Pharma item 558,PPE,11.61,458,72,2025-08-21
SKU-000559,Device item 559,Device,9.94,466,86,2025-11-15
SKU-000560,PPE item 560,Supply,25.9,20,67,2025-04-14
SKU-000561,Device item 561,Device,39.79,27,27,2025-08-19
SKU-000562,PPE item 562,Pharma,70.22,330,16,2025-01-08
SKU-000563,PPE item 563,Supply,50.52,178,33,2025-09-08
SKU-000564,Device item 564,Supply,21.16,89,92,2025-05-25
SKU-000565,Pharma item 565,Supply,55.89,388,40,2025-07-06
SKU-000566,Supply item 566,Supply,44.71,159,21,2025-08-04
SKU-000567,Pharma item 567,PPE,33.88,387,75,2025-03-23
SKU-000568,Device item 568,Supply,10.98,28,16,2025-01-02
SKU-000569,Supply item 569,Device,5.19,200,45,2025-11-13
SKU-000570,Pharma item 570,PPE,28.43,24,47,2025-07-26
SKU-000571,Supply item 571,Supply,24.65,321,62,2025-03-09
SKU-000572,Supply item 572,Pharma,25.37,363,72,2025-12-28
SKU-000573,Supply item 573,Supply,21.27,20,36,2025-04-22
SKU-000574,Device item 574,Supply,14.39,107,92,2025-09-30
SKU-000575,Device item 575,Pharma,12.46,350,44,2025-03-16
SKU-000576,Device item 576,PPE,31.5,186,42,2025-11-14
SKU-000577,PPE item 577,PPE,47.56,346,22,2025-05-05
SKU-000578,PPE item 578,PPE,15.69,17,47,2025-10-09
SKU-000579,PPE item 579,Device,71.21,26,63,2025-09-24
SKU-000580,Device item 580,PPE,94.44,404,31,2025-04-12
SKU-000581,Device item 581,PPE,26.16,190,10,2025-06-02
SKU-000582,Pharma item 582,PPE,38.63,217,17,2025-04-07
SKU-000583,Supply item 583,Pharma,37.56,368,22,2025-02-19
SKU-000584,Device item 584,PPE,32.14,343,72,2025-04-27
SKU-000585,Device item 585,Pharma,41.55,102,96,2025-07-22
SKU-000586,Supply item 586,Supply,44.17,390,32,2025-01-20
SKU-000587,PPE item 587,Device,27.69,378,75,2025-02-21
SKU-000588,PPE item 588,Supply,116.85,291,62,2025-06-19
SKU-000589,Pharma item 589,Device,21.78,157,11,2025-02-12
SKU-000590,Device item 590,Pharma,230.16,332,98,2025-01-18
SKU-000591,Pharma item 591,Supply,31.5,145,66,2025-11-26
SKU-000592,PPE item 592,Device,18.98,348,59,2025-05-28
SKU-000593,Device item 593,Supply,45.46,226,59,2025-07-18
SKU-000594,Device item 594,Pharma,17.96,417,79,2025-07-13
SKU-000595,PPE item 595,Device,106.52,327,20,2025-06-20
SKU-000596,Device item 596,Supply,35.1,49,56,2025-10-07
SKU-000597,PPE item 597,Supply,9.87,444,74,2025-03-02
SKU-000598,Supply item 598,Supply,97.96,432,57,2025-01-22
SKU-000599,PPE item 599,Pharma,58.85,168,66,2025-03-03
SKU-000600,Supply item 600,Pharma,12.55,141,24,2025-10-30
